日期時間,雨量 (mm),日照度 (uE),大氣壓力 (mbar),環境溫度 (°C),環境濕度 (%),土壤濕度 (%),露點 (°C),風向 (deg),風速 (m/sec),陣風 (m/sec),土壤溫度 (°C),電力 (V)
2017-01-14 05:30:00,0,1,1003.8,17.65,94,5.67,16.7,178,0,1.5,22.49,4.43,
2017-01-14 06:00:00,0,1,1003.9,17.51,94.9,5.94,16.71,195,0,1.5,22.42,4.44,
2017-01-14 06:30:00,0,1,1004.8,17.15,94.8,6.33,16.33,6,0,2.5,22.32,4.43,
2017-01-14 07:00:00,0,6,1005.4,16.92,94.1,6.72,15.98,352,0.5,2,22.23,4.42,
2017-01-14 07:30:00,0,56,1005.1,17.63,93.8,6.98,16.64,65,0,2,22.18,4.43,
2017-01-14 08:00:00,0,76,1005.6,17.82,93.1,7.11,16.71,20,0,1.5,22.18,4.43,
2017-01-14 08:30:00,0,166,1006,18.08,92.2,7.37,16.82,338,0,1.5,22.23,4.43,
2017-01-14 09:00:00,0,159,1006.2,18.34,91.1,7.37,16.89,338,0,1,22.32,4.44,
2017-01-14 09:30:00,0,149,1006.4,18.44,90.3,7.37,16.84,338,0,1.5,22.42,4.43,
2017-01-14 10:00:00,0,191,1006.4,18.65,89.9,7.5,16.98,338,0,1,22.49,4.44,
2017-01-14 10:30:00,0,261,1006.5,18.08,90.9,6.72,16.59,324,0,1.5,22.54,4.43,
2017-01-14 11:00:00,0,324,1005.9,18.22,92.5,6.72,17.01,293,0,2,22.63,4.44,
2017-01-14 11:30:00,0,241,1005.9,17.39,93.9,4.89,16.42,282,0,2,22.63,4.43,
2017-01-14 12:00:00,0,211,1005.5,17.39,95.9,4.37,16.75,285,0,1.5,22.63,4.4,
2017-01-14 12:30:00,0,204,1004.9,17.61,96.2,4.37,17.01,285,0,1.5,22.61,4.38,
2017-01-14 13:00:00,0,114,1005,17.39,96.2,4.89,16.8,285,0,1,22.56,4.36,
2017-01-14 13:30:00,0.2,314,1004.3,17.91,96.4,4.76,17.36,285,0,0.5,22.51,4.35,
2017-01-14 14:00:00,0,166,1004.2,18.13,97,4.76,17.67,256,0,1,22.56,4.34,
2017-01-14 14:30:00,0,129,1004.1,18.1,97.2,4.89,17.68,329,0,1.5,22.54,4.34,
2017-01-14 15:00:00,0,254,1003.9,19.15,95.9,5.54,18.51,352,0,1.5,22.58,4.34,
2017-01-14 15:30:00,0,224,1003.9,19.37,94.9,6.2,18.55,219,0,1,22.7,4.33,
2017-01-14 16:00:00,0,106,1004.2,19.34,94.1,6.85,18.39,334,0,1.5,22.73,4.33,
2017-01-14 16:30:00,0,61,1004.5,19.58,93.7,7.11,18.56,330,0,1.5,22.68,4.32,
2017-01-14 17:00:00,0,54,1004.9,19.7,93.1,7.24,18.58,331,0,0,22.61,4.33,
2017-01-14 17:30:00,0,4,1005.3,19.44,95.2,7.37,18.67,239,0,1,22.54,4.32,
2017-01-14 18:00:00,0,1,1005.9,19.77,93.6,7.37,18.73,177,0,1,22.42,4.32,
2017-01-14 18:30:00,0,1,1006.2,19.51,94,6.59,18.54,175,0,1,22.35,4.32,
2017-01-14 19:00:00,0,1,1006.5,18.3,95.5,6.33,17.59,309,0,3.5,22.25,4.32,
2017-01-14 19:30:00,0.6,1,1007,17.46,97.7,7.37,17.12,337,0.5,2.5,22.11,4.31,
2017-01-14 20:00:00,0.6,1,1007.3,17.87,97.5,6.2,17.49,80,0,2,21.96,4.31,
2017-01-14 20:30:00,0,1,1007.5,17.87,98,6.85,17.57,93,0,1,21.84,4.31,
2017-01-14 21:00:00,0,1,1007.5,17.72,98.4,5.94,17.49,91,0,0,21.77,4.31,
2017-01-14 21:30:00,0,1,1007.4,17.61,98.6,5.94,17.4,91,0,0,21.68,4.3,
2017-01-14 22:00:00,0,1,1007.3,17.39,98.8,5.94,17.22,91,0,0.5,21.53,4.3,
2017-01-14 22:30:00,0,1,1007.6,17.63,99,6.07,17.49,91,0,0,21.41,4.29,
2017-01-14 23:00:00,0,1,1007.4,17.46,99.1,6.46,17.34,91,0,0,21.34,4.3,
2017-01-14 23:30:00,0,1,1007.6,17.22,99.3,6.46,17.14,91,0,0.5,21.27,4.29,
2017-01-15 00:00:00,0,1,1007.9,17.13,99.5,6.72,17.07,91,0,0.5,21.22,4.29,
2017-01-15 00:30:00,0.2,1,1008.1,16.92,99.5,7.11,16.86,10,0,0.5,21.2,4.28,
2017-01-15 01:00:00,0,1,1008.4,16.77,99.4,6.72,16.7,319,0,0.5,21.17,4.28,
2017-01-15 01:30:00,0,1,1008.3,16.58,99,6.33,16.45,312,0,0.5,21.1,4.28,
2017-01-15 02:00:00,0,1,1007.8,17.03,98.8,6.2,16.87,350,0,1,21.06,4.28,
2017-01-15 02:30:00,0,1,1007.3,16.77,99,6.2,16.64,69,0,1,20.96,4.27,
2017-01-15 03:00:00,0,1,1006.7,16.99,99.3,6.2,16.9,79,0,1.5,20.86,4.32,
2017-01-15 03:30:00,0,1,1006.7,16.56,99.3,6.2,16.47,86,0,1.5,20.75,4.32,
2017-01-15 04:00:00,0,1,1006.8,16.42,99.7,6.2,16.39,100,0,1,20.63,4.44,
2017-01-15 04:30:00,0,1,1006.9,16.46,99.7,6.33,16.44,117,0,1.5,20.53,4.41,
2017-01-15 05:00:00,0,1,1007.3,16.37,99.9,6.33,16.37,100,0,0,20.44,4.42,
2017-01-15 05:30:00,0,1,1007.3,17.65,98.8,6.07,17.48,133,0,1.5,20.44,4.4,
2017-01-15 06:00:00,0,1,1007.7,17.15,97.5,5.94,16.78,91,0,1,20.46,4.41,
2017-01-15 06:30:00,0,1,1007.7,16.89,98.9,5.94,16.74,70,0,0.5,20.46,4.41,
2017-01-15 07:00:00,0,14,1008,16.99,99.6,5.94,16.95,49,0,1.5,20.48,4.45,
2017-01-15 07:30:00,0,41,1008.3,17.2,99.5,5.94,17.14,29,0,0.5,20.51,4.43,
2017-01-15 08:00:00,0,66,1009.1,17.03,99.5,6.07,16.98,3,0,0.5,20.53,4.4,
2017-01-15 08:30:00,0,331,1009.2,17.34,99.4,6.46,17.27,0,0,0.5,20.6,4.38,
2017-01-15 09:00:00,0,324,1009.5,17.82,98.5,7.37,17.6,307,0,1.5,20.82,4.4,
2017-01-15 09:30:00,0,399,1009.4,18.06,94.8,8.29,17.23,295,0,2,21.08,4.39,
2017-01-15 10:00:00,0,334,1009.7,18.2,92.4,8.94,16.97,336,0.5,2,21.32,4.42,
2017-01-15 10:30:00,0,396,1009.3,19.08,91.2,9.2,17.63,348,0,2,21.53,4.42,
2017-01-15 11:00:00,0,374,1008.9,19.58,90.3,9.33,17.97,1,0,0.5,21.72,4.4,
2017-01-15 11:30:00,0,461,1008.4,20.27,87.2,9.33,18.09,331,0,1,21.91,4.4,
2017-01-15 12:00:00,0,849,1007.7,21.58,82.4,9.47,18.48,234,0,1,22.25,4.39,
2017-01-15 12:30:00,0,756,1007.1,21.65,79.2,9.33,17.92,340,0,1.5,22.56,4.38,
2017-01-15 13:00:00,0,279,1006.7,21.2,79.6,9.07,17.55,205,0,2,22.68,4.35,
2017-01-15 13:30:00,0,291,1006.4,20.77,81.5,8.55,17.51,55,0,2,22.49,4.34,
2017-01-15 14:00:00,0,426,1005.7,21.39,76.2,8.68,17.05,44,0,1.5,22.49,4.33,
2017-01-15 14:30:00,0,1029,1005.2,22.3,73.3,8.68,17.31,358,0,2.5,22.75,4.32,
2017-01-15 15:00:00,0,676,1005.1,22.56,72.6,8.68,17.41,284,0,2.5,22.97,4.31,
2017-01-15 15:30:00,0,761,1005.3,22.66,71.8,8.55,17.33,323,0.5,3,23.09,4.3,
2017-01-15 16:00:00,0,469,1005.5,22.78,72,8.55,17.49,323,1,3.5,23.06,4.3,
2017-01-15 16:30:00,0,291,1005.6,22.61,71.8,8.42,17.28,329,0.5,2.5,22.9,4.29,
2017-01-15 17:00:00,0,104,1006.1,21.94,75,8.55,17.33,296,0,2.5,22.7,4.29,
2017-01-15 17:30:00,0,11,1006.4,20.72,77.8,8.42,16.73,299,0,2.5,22.47,4.28,
2017-01-15 18:00:00,0,1,1006.8,20.48,78.4,8.55,16.62,319,0,1.5,22.27,4.28,
2017-01-15 18:30:00,0,1,1006.7,19.84,81,8.42,16.51,319,0,0,22.06,4.27,
2017-01-15 19:00:00,0,1,1007.4,19.34,82.3,8.55,16.27,321,0,1,21.84,4.28,
2017-01-15 19:30:00,0,1,1007.8,19.1,83.8,8.55,16.32,45,0,1,21.68,4.27,
2017-01-15 20:00:00,0,1,1007.8,18.82,83,8.55,15.89,347,0,0.5,21.58,4.27,
2017-01-15 20:30:00,0,1,1008.1,18.01,84.7,8.68,15.42,313,0,1.5,21.41,4.27,
2017-01-15 21:00:00,0,1,1008.3,17.87,84.2,8.68,15.18,292,0,0,21.29,4.28,
2017-01-15 21:30:00,0,1,1008.4,17.72,84.8,8.68,15.15,292,0,0,21.22,4.27,
2017-01-15 22:00:00,0,1,1008.7,17.61,85.4,8.81,15.15,292,0,0,21.15,4.28,
2017-01-15 22:30:00,0,1,1008.5,17.39,86.3,8.68,15.1,292,0,0,21.1,4.27,
2017-01-15 23:00:00,0,1,1008.6,17.03,89.7,8.81,15.35,292,0,0,21.03,4.27,
2017-01-15 23:30:00,0,1,1008.7,17.06,88.3,8.81,15.13,292,0,0,20.96,4.27,
2017-01-16 00:00:00,0,1,1008.8,16.87,88.2,8.81,14.92,292,0,0,20.89,4.27,
2017-01-16 00:30:00,0,1,1008.5,16.77,87.9,8.81,14.78,292,0,0,20.82,4.26,
2017-01-16 01:00:00,0,1,1008.5,16.72,88.7,8.81,14.87,292,0,0,20.77,4.27,
2017-01-16 01:30:00,0,1,1008.1,16.82,90.3,8.81,15.24,293,0,0,20.7,4.26,
2017-01-16 02:00:00,0,1,1008,16.53,92.4,8.81,15.32,295,0,0,20.63,4.27,
2017-01-16 02:30:00,0,1,1007.9,16.61,93.3,8.81,15.54,295,0,0,20.53,4.24,
2017-01-16 03:00:00,0,1,1007.7,16.11,94.4,8.68,15.23,295,0,0.5,20.39,4.3,
2017-01-16 03:30:00,0,1,1007.5,15.56,94.3,8.68,14.66,295,0,0,20.25,4.28,
2017-01-16 04:00:00,0,1,1007.5,15.34,94.9,8.68,14.55,295,0,0,20.1,4.4,
2017-01-16 04:30:00,0,1,1007.5,15.25,96.2,8.81,14.66,295,0,0,19.98,4.36,
2017-01-16 05:00:00,0,1,1007.8,15.17,96.2,8.94,14.59,293,0,0.5,19.89,4.45,
2017-01-16 05:30:00,0,1,1008,15.13,96.1,8.81,14.53,293,0,0,19.79,4.4,
2017-01-16 06:00:00,0,1,1008.6,14.96,95.9,8.81,14.33,293,0,0,19.67,4.44,
2017-01-16 06:30:00,0,1,1008.9,14.79,96.1,8.81,14.19,293,0,0,19.53,4.41,
2017-01-16 07:00:00,0,56,1008.9,14.72,96.7,8.81,14.22,263,0,0.5,19.41,4.45,
2017-01-16 07:30:00,0,121,1008.8,14.98,95.7,8.81,14.32,234,0,0,19.39,4.42,
2017-01-16 08:00:00,0,334,1009.1,15.84,94.1,9.07,14.91,234,0,0.5,19.44,4.44,
2017-01-16 08:30:00,0,519,1009.1,17.03,91.9,9.6,15.73,234,0,1,19.63,4.42,
2017-01-16 09:00:00,0,701,1009.3,18.1,88.4,9.6,16.18,233,0,1.5,19.91,4.41,
2017-01-16 09:30:00,0,949,1009.2,19.6,83.7,9.73,16.79,212,0,1.5,20.36,4.4,
2017-01-16 10:00:00,0,1139,1008.9,21.15,78,9.73,17.19,237,0,1.5,20.91,4.45,
2017-01-16 10:30:00,0,1236,1009,21.68,75.9,9.6,17.26,219,0.5,2.5,21.53,4.43,
2017-01-16 11:00:00,0,936,1008.7,22.35,73,9.33,17.29,248,0.5,3,22.15,4.44,
2017-01-16 11:30:00,0,661,1008.2,22.01,71.3,9.33,16.6,267,0.5,3.5,22.68,4.42,
2017-01-16 12:00:00,0,451,1007.8,21.63,71.6,9.2,16.3,254,0,3.5,22.87,4.45,
2017-01-16 12:30:00,0,461,1007.5,21.77,71,9.2,16.3,219,0,1.5,22.9,4.42,
2017-01-16 13:00:00,0,1221,1006.8,23.02,70.3,9.2,17.34,232,0,2,23.06,4.37,
2017-01-16 13:30:00,0,701,1006.2,22.47,69.8,9.2,16.7,218,0,2,23.42,4.35,
2017-01-16 14:00:00,0,514,1005.9,22.49,69.6,8.94,16.68,202,0,2,23.52,4.34,
2017-01-16 14:30:00,0,581,1005.6,22.73,68.1,8.94,16.56,201,0,2.5,23.57,4.33,
2017-01-16 15:00:00,0,334,1005.5,22.87,68,8.81,16.68,86,0,1,23.52,4.33,
2017-01-16 15:30:00,0,319,1005.3,22.73,69.1,8.81,16.79,37,0,1.5,23.45,4.32,
2017-01-16 16:00:00,0,221,1005.6,22.15,69.9,8.68,16.42,34,0,1.5,23.35,4.32,
2017-01-16 16:30:00,0,161,1005.9,21.96,70.8,8.81,16.44,17,0,1,23.21,4.31,
2017-01-16 17:00:00,0,69,1006.1,21.51,72.8,8.68,16.44,35,0,0,22.99,4.3,
2017-01-16 17:30:00,0,11,1006.4,20.51,77,8.68,16.36,66,0,1.5,22.7,4.3,
2017-01-16 18:00:00,0,1,1007,19.98,78.9,8.68,16.23,125,0,4,22.39,4.3,
2017-01-16 18:30:00,0,1,1007.8,19.46,78.8,8.68,15.7,152,0.5,3.5,22.13,4.3,
2017-01-16 19:00:00,0,1,1008.1,19.22,79.9,8.68,15.69,152,0.5,3,21.84,4.28,
2017-01-16 19:30:00,0,1,1008.4,18.87,82.2,8.81,15.79,312,0,1.5,21.65,4.28,
2017-01-16 20:00:00,0,1,1009,18.68,81.6,8.68,15.48,194,0,1,21.51,4.28,
2017-01-16 20:30:00,0,1,1009.4,17.96,83,8.68,15.05,194,0,0,21.34,4.28,
2017-01-16 21:00:00,0,1,1009.6,17.42,86.5,8.68,15.16,194,0,0.5,21.13,4.28,
2017-01-16 21:30:00,0,1,1009.6,17.61,86.6,8.81,15.36,194,0,1,20.96,4.28,
2017-01-16 22:00:00,0,1,1010,16.72,90.4,8.81,15.16,194,0,0.5,20.86,4.27,
2017-01-16 22:30:00,0,1,1010.1,17.27,88.5,8.81,15.37,194,0,0,20.82,4.27,
2017-01-16 23:00:00,0,1,1010,16.32,92.3,8.81,15.09,175,0,1,20.67,4.27,
2017-01-16 23:30:00,0,1,1009.9,15.94,90.8,8.81,14.46,87,0,1,20.48,4.27,
2017-01-17 00:00:00,0,1,1009.5,16.49,89.9,8.81,14.84,87,0,1,20.32,4.27,
2017-01-17 00:30:00,0,1,1009.4,17.08,88.1,8.94,15.12,94,0,1.5,20.22,4.27,
2017-01-17 01:00:00,0,1,1009.4,17.03,87.7,8.81,15,95,0,1,20.1,4.27,
2017-01-17 01:30:00,0,1,1009.3,16.77,88.4,8.94,14.86,95,0,1,19.96,4.27,
2017-01-17 02:00:00,0,1,1009.4,14.96,92,8.81,13.69,95,0,0.5,19.82,4.27,
2017-01-17 02:30:00,0,1,1009.2,15.01,94.5,8.81,14.15,60,0,0.5,19.63,4.27,
2017-01-17 03:00:00,0,1,1009.5,15.06,95.3,8.94,14.33,24,0,0.5,19.46,4.39,
2017-01-17 03:30:00,0,1,1009.4,15.32,95.9,8.94,14.69,51,0,1.5,19.39,4.42,
2017-01-17 04:00:00,0,1,1009.3,15.82,95.5,9.07,15.12,58,0,1,19.44,4.4,
2017-01-17 04:30:00,0,1,1009,16.56,92.9,8.94,15.43,91,0.5,2,19.46,4.44,
2017-01-17 05:00:00,0,1,1008.9,15.44,94.1,8.94,14.51,104,0,0,19.34,4.4,
2017-01-17 05:30:00,0,1,1009.7,15.17,95.6,8.94,14.5,70,0,1.5,19.25,4.43,
2017-01-17 06:00:00,0,1,1009.8,15.46,94.4,8.94,14.58,66,0,0,19.15,4.4,
2017-01-17 06:30:00,0,1,1009.9,14.89,95.6,8.94,14.21,66,0,0,19.03,4.43,
2017-01-17 07:00:00,0,41,1010.1,15.22,95.3,8.94,14.49,66,0,1.5,18.94,4.42,
2017-01-17 07:30:00,0,139,1010.8,14.41,96.2,8.94,13.83,66,0,0.5,18.89,4.45,
2017-01-17 08:00:00,0,286,1010.9,16.99,94.9,9.47,16.18,66,0,0.5,18.98,4.41,
2017-01-17 08:30:00,0,539,1011.1,18.44,86.3,9.73,16.13,66,0,0,19.25,4.44,
2017-01-17 09:00:00,0,884,1010.9,20.58,82.6,9.86,17.54,62,0,1,19.65,4.41,
2017-01-17 09:30:00,0,766,1010.7,20.27,78.1,9.47,16.35,4,0,2,20.15,4.44,
2017-01-17 10:00:00,0,806,1010.6,21.7,75.2,9.33,17.14,302,0,2,20.72,4.4,
2017-01-17 10:30:00,0,1219,1010.6,22.97,69.4,9.47,17.09,341,0.5,2,21.34,4.42,
2017-01-17 11:00:00,0,1464,1010.2,23.02,67.3,9.6,16.65,171,0.5,3,21.91,4.41,
2017-01-17 11:30:00,0,879,1009.9,22.78,65.9,9.07,16.09,34,0.5,2.5,22.42,4.41,
2017-01-17 12:00:00,0,1761,1009.1,25.84,56,9.33,16.42,135,0.5,2.5,22.73,4.43,
2017-01-17 12:30:00,0,1469,1008.6,24.68,60,9.2,16.41,234,0.5,3,23.18,4.43,
2017-01-17 13:00:00,0,1531,1008.3,25.43,54.3,9.07,15.55,229,0.5,4,23.79,4.36,
2017-01-17 13:30:00,0,1419,1007.9,25.72,52.9,9.2,15.41,284,0.5,3,24.32,4.36,
2017-01-17 14:00:00,0,1211,1007.5,26.04,55.1,9.07,16.34,281,1,3.5,24.68,4.34,
2017-01-17 14:30:00,0,1041,1007.2,25.65,53.7,9.07,15.58,282,0.5,3,24.82,4.34,
2017-01-17 15:00:00,0,861,1007.1,25.77,53.5,8.81,15.63,275,1,3,24.8,4.33,
2017-01-17 15:30:00,0,674,1007,25.55,56,8.68,16.15,306,0.5,3,24.6,4.33,
2017-01-17 16:00:00,0,446,1007.4,25.36,57.7,8.68,16.43,253,0.5,3,24.39,4.33,
2017-01-17 16:30:00,0,229,1007.7,24.58,57.6,8.55,15.68,247,0,3.5,24.1,4.33,
2017-01-17 17:00:00,0,71,1008.2,22.47,70,8.55,16.74,239,0,2.5,23.81,4.32,
2017-01-17 17:30:00,0,14,1008.4,21.27,73.5,8.29,16.36,292,0,2,23.5,4.32,
2017-01-17 18:00:00,0,1,1008.9,20.65,77.1,8.42,16.52,319,0,1.5,23.18,4.31,
2017-01-17 18:30:00,0,1,1009.5,20.08,78.9,8.42,16.33,343,0,1.5,22.92,4.31,
2017-01-17 19:00:00,0,1,1010,19.86,80.9,8.55,16.51,347,0,1,22.68,4.3,
2017-01-17 19:30:00,0,1,1010.4,18.98,85.3,8.55,16.48,122,0,1,22.49,4.3,
2017-01-17 20:00:00,0,1,1010.8,18.96,84.6,8.55,16.33,206,0,0.5,22.27,4.3,
2017-01-17 20:30:00,0,1,1011,18.3,86.5,8.55,16.02,167,0,1,22.06,4.3,
2017-01-17 21:00:00,0,1,1011,17.8,88.7,8.55,15.93,159,0,0.5,21.82,4.29,
2017-01-17 21:30:00,0,1,1010.9,17.56,90.8,8.55,16.06,90,0,1,21.65,4.29,
2017-01-17 22:00:00,0,1,1011.2,17.87,89.4,8.68,16.12,79,0,0.5,21.46,4.28,
2017-01-17 22:30:00,0,1,1011.3,18.46,87.7,8.81,16.4,79,0,0.5,21.32,4.28,
2017-01-17 23:00:00,0,1,1011.5,17.49,92.1,8.81,16.21,110,0,0.5,21.27,4.28,
2017-01-17 23:30:00,0,1,1011.6,17.3,92.5,8.68,16.09,111,0,0.5,21.2,4.28,
2017-01-18 00:00:00,0,1,1011.4,17.08,93,8.68,15.96,110,0,0.5,21.1,4.27,
2017-01-18 00:30:00,0,1,1011.3,17.25,92.9,8.81,16.11,110,0,0,20.94,4.27,
2017-01-18 01:00:00,0,1,1011.1,17.15,91.3,8.81,15.74,110,0,0,20.79,4.27,
2017-01-18 01:30:00,0,1,1011.1,16.96,93.1,8.94,15.86,110,0,0.5,20.67,4.27,
2017-01-18 02:00:00,0,1,1010.9,17.06,92.6,8.81,15.87,110,0,0.5,20.58,4.27,
2017-01-18 02:30:00,0,1,1010.9,16.3,94.8,8.94,15.48,110,0,0.5,20.46,4.27,
2017-01-18 03:00:00,0,1,1010.8,15.96,96.1,8.94,15.36,110,0,0.5,20.32,4.4,
2017-01-18 03:30:00,0,1,1010.9,15.56,96.6,8.81,15.04,108,0,1,20.15,4.42,
2017-01-18 04:00:00,0,1,1011,15.65,97.3,8.94,15.25,345,0,0.5,20.03,4.4,
2017-01-18 04:30:00,0,1,1011.1,15.51,97.7,8.94,15.17,345,0,0.5,19.91,4.42,
2017-01-18 05:00:00,0,1,1011.2,15.29,98,8.94,15,345,0,0,19.82,4.4,
2017-01-18 05:30:00,0,1,1011.2,15.22,98.4,9.07,14.99,355,0,0.5,19.7,4.42,
2017-01-18 06:00:00,0,1,1011.3,14.96,98.5,9.07,14.74,32,0,1,19.58,4.4,
2017-01-18 06:30:00,0,1,1011.3,15.37,98.7,9.2,15.18,39,0,1,19.48,4.42,
2017-01-18 07:00:00,0,41,1011.3,15.72,97.7,9.2,15.38,112,0,1,19.41,4.41,
2017-01-18 07:30:00,0,159,1011.5,16.53,96.6,9.2,16.01,79,0,1,19.44,4.41,
2017-01-18 08:00:00,0,399,1011.4,17.87,91.9,9.47,16.55,129,0,1.5,19.58,4.41,
2017-01-18 08:30:00,0,584,1011.8,19.2,89.4,9.86,17.44,21,0,1,19.82,4.41,
2017-01-18 09:00:00,0,556,1012,20.86,81.8,9.2,17.66,326,0,1.5,20.2,4.4,
2017-01-18 09:30:00,0,959,1011.9,21.49,78.7,9.6,17.65,181,0,1.5,20.58,4.42,
2017-01-18 10:00:00,0,966,1011.4,23.14,71.7,9.73,17.77,70,0,1.5,21.15,4.4,
2017-01-18 10:30:00,0,1326,1011.1,24.34,63.8,9.6,17.06,213,0,2,21.84,4.42,
2017-01-18 11:00:00,0,1429,1010.7,25.62,59.2,9.47,17.09,263,0.5,2.5,22.56,4.41,
2017-01-18 11:30:00,0,1521,1010.4,26.5,56.1,9.33,17.06,185,0.5,2.5,23.26,4.41,
2017-01-18 12:00:00,0,1506,1009.8,27.19,55.2,9.07,17.44,206,0.5,3,23.42,4.4,
2017-01-18 12:30:00,0,1616,1009.2,27.28,53.5,9.2,17.04,232,0.5,3.5,23.88,4.4,
2017-01-18 13:00:00,0,1504,1008.7,28.37,50.3,9.07,17.06,241,0.5,3,24.63,4.36,
2017-01-18 13:30:00,0,1406,1008.1,27.73,48.9,9.2,16.03,241,1,3.5,25.19,4.36,
2017-01-18 14:00:00,0,1259,1007.8,28.32,50.1,9.07,16.95,233,0.5,3.5,25.55,4.35,
2017-01-18 14:30:00,0,1171,1007.4,28.37,49,8.94,16.65,247,0.5,2.5,25.74,4.35,
2017-01-18 15:00:00,0,891,1007.5,27.73,49.5,8.68,16.22,202,0.5,3,25.67,4.33,
2017-01-18 15:30:00,0,726,1007.5,27.83,52.5,8.68,17.24,261,0.5,2.5,25.48,4.33,
2017-01-18 16:00:00,0,424,1007.5,27.21,52.5,8.68,16.67,256,0.5,3,25.26,4.33,
2017-01-18 16:30:00,0,191,1007.7,26.45,58,8.68,17.54,229,0,2.5,25.02,4.33,
2017-01-18 17:00:00,0,59,1007.9,25.16,62.1,8.55,17.41,239,0.5,3.5,24.8,4.32,
2017-01-18 17:30:00,0,6,1008.4,23.21,73.8,8.42,18.3,307,0.5,3,24.56,4.32,
2017-01-18 18:00:00,0,1,1008.6,22.35,77.2,8.55,18.18,327,0.5,2.5,24.29,4.32,
2017-01-18 18:30:00,0,1,1008.7,21.87,79.9,8.42,18.26,334,0,2,24.03,4.32,
2017-01-18 19:00:00,0,1,1009.1,21.44,82.4,8.42,18.34,341,0,1.5,23.79,4.31,
2017-01-18 19:30:00,0,1,1009.2,21.51,82.7,8.55,18.47,338,0,0.5,23.64,4.31,
2017-01-18 20:00:00,0,1,1009.4,21.13,83.9,8.42,18.32,338,0,0,23.52,4.3,
2017-01-18 20:30:00,0,1,1009.7,20.65,85.9,8.42,18.23,338,0,0,23.38,4.3,
2017-01-18 21:00:00,0,1,1009.9,20.7,86.9,8.42,18.46,338,0,1,23.28,4.3,
2017-01-18 21:30:00,0,1,1010,20.63,87.1,8.42,18.43,337,0,0,23.16,4.29,
2017-01-18 22:00:00,0,1,1010,20.75,87.2,8.42,18.56,337,0,1,23.04,4.29,
2017-01-18 22:30:00,0,1,1010,20.79,86.3,8.55,18.44,338,0,0.5,22.94,4.29,
2017-01-18 23:00:00,0,1,1010,19.91,90.3,8.42,18.3,338,0,0,22.8,4.28,
2017-01-18 23:30:00,0,1,1009.9,19.6,89.8,8.42,17.91,338,0,0.5,22.61,4.28,
2017-01-19 00:00:00,0,1,1009.7,19.79,89.9,8.42,18.11,338,0,0,22.39,4.28,
2017-01-19 00:30:00,0,1,1009.6,19.53,91.1,8.55,18.06,338,0,1,22.25,4.28,
2017-01-19 01:00:00,0,1,1009.5,19.6,90.9,8.55,18.1,338,0,0,22.11,4.27,
2017-01-19 01:30:00,0,1,1009.5,19.91,90,8.68,18.25,338,0,0,22.01,4.28,
2017-01-19 02:00:00,0,1,1009.5,19.82,89.2,8.68,18.01,344,0,1.5,21.94,4.27,
2017-01-19 02:30:00,0,1,1009.4,19.6,90.2,8.68,17.98,28,0,0.5,21.89,4.28,
2017-01-19 03:00:00,0,1,1009.5,19.67,89.7,8.68,17.96,28,0,0,21.82,4.41,
2017-01-19 03:30:00,0,1,1009.5,19.67,90.2,8.68,18.05,28,0,0.5,21.77,4.43,
2017-01-19 04:00:00,0,1,1009.5,19.86,89.4,8.68,18.09,28,0,0.5,21.77,4.4,
2017-01-19 04:30:00,0,1,1009.5,19.13,91.1,8.68,17.66,28,0,1,21.68,4.41,
2017-01-19 05:00:00,0,1,1009.5,19.53,89.6,8.55,17.8,28,0,1.5,21.56,4.4,
2017-01-19 05:30:00,0,1,1009.5,19.34,89.7,8.68,17.63,28,0,1,21.41,4.42,
2017-01-19 06:00:00,0,1,1009.8,19.27,88.5,8.68,17.35,44,0,1,21.27,4.41,
2017-01-19 06:30:00,0,1,1009.8,18.34,90.3,8.68,16.75,62,0,1.5,21.15,4.4,
2017-01-19 07:00:00,0,46,1010,18.44,89.7,8.68,16.74,55,0,1,21.03,4.4,
2017-01-19 07:30:00,0,121,1010.2,18.56,87.5,8.81,16.46,55,0,0.5,20.96,4.42,
2017-01-19 08:00:00,0,379,1010.2,22.06,76.3,9.2,17.72,55,0,1,21.03,4.4,
2017-01-19 08:30:00,0,656,1010.4,21.51,78.8,9.2,17.7,41,0,1.5,21.22,4.42,
2017-01-19 09:00:00,0,869,1010.5,23.33,71.8,9.33,17.97,352,0,1,21.6,4.4,
2017-01-19 09:30:00,0,1064,1010.3,24.94,66.7,9.33,18.34,331,0,1.5,22.13,4.42,
2017-01-19 10:00:00,0,1231,1010.3,25.72,60.5,9.47,17.52,337,0,2,22.75,4.4,
2017-01-19 10:30:00,0,1371,1009.8,27.06,56.2,9.07,17.61,222,0.5,2,23.42,4.42,
2017-01-19 11:00:00,0,1456,1009.1,27.55,51.1,8.81,16.56,344,0.5,3.5,24.1,4.4,
2017-01-19 11:30:00,0,1539,1008.4,28.07,48.3,8.94,16.15,326,1.5,4,24.7,4.42,
2017-01-19 12:00:00,0,1594,1008.1,29.11,47,8.42,16.67,312,1,4,24.77,4.45,
2017-01-19 12:30:00,0,1639,1007.3,29.29,46.4,8.81,16.63,309,1,4,25.16,4.44,
2017-01-19 13:00:00,0,1571,1006.6,29.21,46.6,8.68,16.63,291,1.5,5,25.82,4.37,
2017-01-19 13:30:00,0,1551,1006,30.02,45.5,8.55,16.98,293,1.5,5,26.43,4.37,
