日期時間,土壤溫度01 (°C),土壤濕度01 (%),土壤濕度02 (%),土壤濕度03 (%),土壤濕度04 (%),土壤濕度05 (%),土壤濕度06 (%),土壤濕度07 (%),土壤濕度08 (%),土壤酸鹼值 (pH),電力 (V)
2017-03-26 06:00:00,17.61,-19.95,-16.94,-18.12,-21.91,-17.2,-21.39,-888.88,-21.13,5.77,4.2,
2017-03-26 06:30:00,16.7,-19.95,-16.68,-17.99,-21.78,-17.07,-21.26,-888.88,-21,5.84,4.19,
2017-03-26 07:00:00,17.37,-19.82,-16.55,-18.12,-21.78,-17.2,-21.26,-888.88,-21,5.84,4.2,
2017-03-26 07:30:00,18.22,-19.95,-16.68,-17.99,-21.78,-17.2,-20.87,-888.88,-21,5.81,4.19,
2017-03-26 08:00:00,18.53,-19.69,-16.81,-17.99,-21.78,-17.2,-21,-888.88,-21,5.77,4.2,
2017-03-26 08:30:00,18.53,-19.95,-16.81,-17.99,-21.78,-17.2,-21,-888.88,-20.73,5.75,4.19,
2017-03-26 09:00:00,20.25,-19.95,-16.81,-17.99,-21.78,-17.07,-20.87,-888.88,-20.87,5.72,4.21,
2017-03-26 09:30:00,20.84,-17.86,-20.87,-17.47,-21.26,-20.73,-20.6,-888.88,-21.65,5.68,4.22,
2017-03-26 10:00:00,19.75,-17.99,-20.6,-18.12,-21.26,-20.6,-20.73,-888.88,-21.65,5.69,4.21,
2017-03-26 10:30:00,19.1,-18.12,-20.6,-17.73,-21.26,-21.13,-20.08,-888.88,-21.52,5.7,4.19,
2017-03-26 11:00:00,18.98,-18.25,-20.6,-17.73,-21.26,-21.26,-20.21,-888.88,-21.39,5.71,4.21,
2017-03-26 11:30:00,16.72,-17.6,-20.08,-16.29,-20.47,-19.82,-19.04,-888.88,-21,5.83,4.2,
2017-03-26 12:00:00,18.2,-15.9,-20.08,-14.07,-20.34,-19.3,-18.38,-888.88,-21.13,5.99,4.22,
2017-03-26 12:30:00,17.77,-16.03,-20.08,-14.72,-20.47,-19.43,-18.77,-888.88,-20.47,5.98,4.23,
2017-03-26 13:00:00,18.1,-16.03,-19.69,-14.33,-20.47,-19.3,-17.99,-888.88,-20.73,6.03,4.23,
2017-03-26 13:30:00,17.15,-15.9,-19.43,-14.59,-20.47,-19.56,-18.25,-888.88,-20.87,6.07,4.2,
2017-03-26 14:00:00,16.46,-15.77,-19.17,-14.46,-20.34,-19.56,-18.12,-888.88,-21.13,6.1,4.19,
2017-03-26 14:30:00,17.34,-16.16,-17.34,-12.76,-18.51,-18.25,-17.86,-888.88,-20.08,6.18,4.19,
2017-03-26 15:00:00,17.63,-15.64,-16.94,-13.15,-18.9,-18.64,-17.86,-888.88,-19.69,6.24,4.2,
2017-03-26 15:30:00,17.56,-15.51,-16.81,-13.02,-18.64,-18.77,-17.6,-888.88,-19.82,6.25,4.17,
2017-03-26 16:00:00,18.37,-15.11,-16.68,-13.28,-18.51,-18.77,-17.6,-888.88,-19.56,6.31,4.2,
2017-03-26 16:30:00,17.15,-15.11,-16.55,-13.41,-18.38,-18.9,-18.12,-888.88,-19.95,6.3,4.19,
2017-03-26 17:00:00,17.46,-14.59,-16.68,-14.2,-18.51,-19.3,-18.25,-888.88,-20.34,6.34,4.19,
2017-03-26 17:30:00,17.44,-14.33,-16.81,-14.85,-18.77,-19.3,-18.38,-888.88,-20.47,6.36,4.19,
2017-03-26 18:00:00,17.34,-14.07,-16.94,-15.24,-19.04,-19.43,-18.38,-888.88,-20.87,6.39,4.19,
2017-03-26 18:30:00,17.25,-13.94,-17.07,-15.11,-19.17,-19.3,-18.38,-888.88,-21,6.42,4.19,
2017-03-26 19:00:00,17.32,-13.94,-17.2,-15.11,-19.17,-19.43,-18.51,-888.88,-21.13,6.44,4.18,
2017-03-26 19:30:00,17.03,-13.81,-17.34,-15.11,-19.3,-19.56,-18.51,-888.88,-21.26,6.45,4.18,
2017-03-26 20:00:00,16.94,-13.68,-17.34,-15.11,-19.43,-19.56,-18.51,-888.88,-21.26,6.47,4.18,
2017-03-26 20:30:00,16.22,-13.81,-17.6,-15.51,-19.69,-19.56,-18.64,-888.88,-21.39,6.48,4.18,
2017-03-26 21:00:00,16.61,-13.81,-17.47,-16.29,-19.82,-19.04,-18.51,-888.88,-21.39,6.56,4.18,
2017-03-26 21:30:00,16.87,-13.68,-17.6,-15.51,-19.82,-19.56,-18.51,-888.88,-21.39,6.58,4.18,
2017-03-26 22:00:00,17.06,-13.81,-17.6,-15.77,-19.95,-19.3,-18.51,-888.88,-21.39,6.57,4.18,
2017-03-26 22:30:00,17.06,-13.68,-17.6,-15.24,-19.95,-19.56,-18.51,-888.88,-21.39,6.57,4.18,
2017-03-26 23:00:00,17.2,-13.68,-17.6,-15.9,-20.08,-19.17,-18.64,-888.88,-21.39,6.61,4.18,
2017-03-26 23:30:00,17.27,-13.81,-17.6,-15.11,-20.08,-19.56,-18.77,-888.88,-21.39,6.63,4.18,
2017-03-27 00:00:00,17.42,-13.81,-17.73,-15.51,-20.08,-19.17,-18.77,-888.88,-21.52,6.65,4.18,
2017-03-27 00:30:00,17.49,-13.81,-17.86,-15.77,-20.34,-19.04,-18.77,-888.88,-21.52,6.66,4.18,
2017-03-27 01:00:00,17.37,-13.94,-17.86,-15.77,-20.47,-18.77,-18.9,-888.88,-21.52,6.67,4.18,
2017-03-27 01:30:00,17.42,-14.07,-17.86,-15.9,-20.47,-18.77,-19.04,-888.88,-21.52,6.68,4.18,
2017-03-27 02:00:00,16.7,-14.07,-17.99,-15.24,-20.73,-19.17,-19.04,-888.88,-21.52,6.69,4.18,
2017-03-27 02:30:00,16.7,-14.2,-17.99,-15.64,-20.73,-18.77,-19.04,-888.88,-21.52,6.71,4.18,
2017-03-27 03:00:00,16.87,-14.46,-17.99,-15.77,-20.73,-18.77,-19.04,-888.88,-21.52,6.72,4.18,
2017-03-27 03:30:00,16.92,-14.46,-18.12,-15.11,-20.73,-19.3,-19.04,-888.88,-21.52,6.72,4.17,
2017-03-27 04:00:00,17.2,-14.46,-17.99,-15.64,-20.73,-18.64,-19.17,-888.88,-21.52,6.71,4.17,
2017-03-27 04:30:00,16.87,-14.59,-17.99,-15.64,-20.73,-18.64,-19.3,-888.88,-21.52,6.72,4.17,
2017-03-27 05:00:00,16.06,-14.85,-18.25,-15.37,-20.87,-18.77,-19.3,-888.88,-21.52,6.72,4.17,
2017-03-27 05:30:00,15.99,-14.72,-17.99,-15.24,-20.87,-18.64,-19.17,-888.88,-21.52,6.75,4.17,
2017-03-27 06:00:00,15.68,-14.85,-17.99,-15.37,-20.87,-18.51,-19.17,-888.88,-21.52,6.76,4.17,
2017-03-27 06:30:00,15.7,-14.85,-17.99,-15.24,-21,-18.51,-19.04,-888.88,-21.52,6.78,4.17,
2017-03-27 07:00:00,16.82,-14.98,-17.99,-15.51,-20.87,-18.51,-19.04,-888.88,-21.52,6.78,4.19,
2017-03-27 07:30:00,18.15,-15.37,-18.51,-16.42,-20.87,-18.64,-19.3,-888.88,-21.52,6.75,4.2,
2017-03-27 08:00:00,19.6,-15.64,-19.3,-16.42,-20.73,-19.56,-19.69,-888.88,-21.26,6.7,4.21,
2017-03-27 08:30:00,20.7,-15.64,-19.82,-17.07,-20.87,-20.08,-19.82,-888.88,-21.13,6.58,4.22,
2017-03-27 09:00:00,22.8,-15.64,-20.34,-16.94,-20.73,-20.87,-19.95,-888.88,-21,6.32,4.23,
2017-03-27 09:30:00,26.35,-15.51,-20.08,-16.68,-20.34,-20.34,-19.56,-888.88,-20.73,5.95,4.26,
2017-03-27 10:00:00,30.37,-15.37,-19.95,-16.55,-19.82,-20.08,-19.17,-888.88,-20.6,5.67,4.27,
2017-03-27 10:30:00,28.79,-15.11,-19.95,-16.94,-19.82,-20.21,-19.56,-888.88,-20.6,5.59,4.27,
2017-03-27 11:00:00,32.87,-14.72,-19.69,-16.68,-19.69,-20.08,-19.17,-888.88,-20.47,5.43,4.3,
2017-03-27 11:30:00,39.86,-14.2,-19.43,-16.16,-19.43,-19.82,-18.9,-888.88,-20.08,5.41,4.34,
2017-03-27 12:00:00,38.64,-14.33,-19.69,-16.55,-19.56,-20.08,-19.17,-888.88,-20.34,5.42,4.35,
2017-03-27 12:30:00,41.59,-14.33,-19.69,-16.68,-19.43,-20.47,-19.17,-888.88,-20.21,5.42,4.37,
2017-03-27 13:00:00,37.62,-14.2,-19.69,-16.81,-19.17,-20.34,-19.17,-888.88,-20.21,5.41,4.38,
2017-03-27 13:30:00,40.72,-14.07,-19.3,-16.81,-19.04,-20.34,-19.3,-888.88,-20.34,5.39,4.39,
2017-03-27 14:00:00,32.43,-15.11,-19.69,-17.34,-20.08,-20.6,-19.17,-888.88,-20.47,5.4,4.36,
2017-03-27 14:30:00,31.08,-15.24,-19.56,-17.2,-20.6,-20.34,-19.43,-888.88,-20.47,5.43,4.37,
2017-03-27 15:00:00,34.57,-14.07,-19.17,-17.34,-19.95,-19.3,-19.04,-888.88,-18.9,5.35,4.4,
2017-03-27 15:30:00,30.22,-14.46,-19.17,-17.47,-20.87,-19.43,-19.04,-888.88,-19.04,5.46,4.38,
2017-03-27 16:00:00,27.75,-14.59,-19.17,-17.73,-21.26,-19.56,-19.3,-888.88,-19.3,5.47,4.36,
2017-03-27 16:30:00,26.04,-14.72,-19.17,-17.86,-21.26,-19.69,-19.3,-888.88,-19.3,5.46,4.32,
2017-03-27 17:00:00,24.32,-14.85,-19.43,-17.86,-21.39,-19.69,-19.43,-888.88,-19.3,5.48,4.29,
2017-03-27 17:30:00,23.42,-14.98,-19.3,-17.99,-21.52,-19.82,-19.43,-888.88,-19.43,5.5,4.28,
2017-03-27 18:00:00,22.37,-14.98,-19.3,-17.99,-21,-19.82,-19.56,-888.88,-19.43,5.52,4.27,
2017-03-27 18:30:00,21.15,-14.98,-19.43,-17.99,-21.52,-19.82,-19.56,-888.88,-19.43,5.55,4.26,
2017-03-27 19:00:00,20.44,-14.98,-19.3,-18.12,-21.39,-19.82,-19.56,-888.88,-19.56,5.58,4.26,
2017-03-27 19:30:00,19.58,-14.98,-19.56,-17.99,-21.65,-19.82,-19.56,-888.88,-19.56,5.62,4.25,
2017-03-27 20:00:00,18.77,-14.98,-19.43,-18.12,-21.26,-19.69,-19.69,-888.88,-19.43,5.66,4.25,
2017-03-27 20:30:00,17.89,-15.11,-19.69,-18.25,-21.65,-19.95,-19.82,-888.88,-19.43,5.71,4.25,
2017-03-27 21:00:00,17.75,-15.11,-19.56,-18.12,-21.78,-20.08,-19.69,-888.88,-19.43,5.77,4.24,
2017-03-27 21:30:00,17.58,-15.11,-19.56,-18.25,-21.65,-19.82,-19.56,-888.88,-19.43,5.8,4.24,
2017-03-27 22:00:00,18.13,-15.11,-19.43,-18.12,-21.78,-19.82,-19.56,-888.88,-19.43,5.81,4.24,
2017-03-27 22:30:00,18.77,-14.98,-19.43,-18.12,-21.26,-19.82,-19.56,-888.88,-19.43,5.79,4.23,
2017-03-27 23:00:00,18.44,-15.11,-19.3,-18.25,-21.39,-19.69,-19.56,-888.88,-19.43,5.78,4.23,
2017-03-27 23:30:00,16.8,-15.11,-19.43,-18.25,-21.78,-19.82,-19.69,-888.88,-19.56,5.78,4.23,
2017-03-28 00:00:00,16.39,-15.11,-19.56,-18.25,-21.78,-19.95,-19.69,-888.88,-19.56,5.8,4.22,
2017-03-28 00:30:00,16.3,-15.24,-19.43,-18.25,-21.78,-20.21,-19.69,-888.88,-19.56,5.81,4.22,
2017-03-28 01:00:00,14.58,-15.37,-19.56,-18.38,-21.91,-19.95,-19.82,-888.88,-19.56,5.84,4.22,
2017-03-28 01:30:00,14.46,-15.24,-19.43,-18.38,-21.78,-19.95,-19.69,-888.88,-19.56,5.87,4.22,
2017-03-28 02:00:00,13.91,-15.37,-19.43,-18.51,-21.91,-20.21,-19.82,-888.88,-19.69,5.89,4.21,
2017-03-28 02:30:00,13.95,-15.24,-19.69,-18.38,-21.78,-20.08,-19.82,-888.88,-20.21,5.92,4.21,
2017-03-28 03:00:00,13.26,-15.24,-19.69,-18.38,-21.91,-20.08,-19.82,-888.88,-19.82,5.94,4.21,
2017-03-28 03:30:00,13.67,-15.24,-19.56,-18.38,-21.91,-19.95,-19.82,-888.88,-19.56,5.97,4.21,
2017-03-28 04:00:00,13.28,-15.24,-19.82,-18.38,-21.91,-20.21,-19.69,-888.88,-19.95,5.99,4.2,
2017-03-28 04:30:00,13.11,-15.24,-19.69,-18.38,-21.91,-19.95,-19.82,-888.88,-20.08,6.01,4.2,
2017-03-28 05:00:00,12.75,-15.24,-19.69,-18.38,-21.78,-19.95,-19.69,-888.88,-19.69,6.03,4.2,
2017-03-28 05:30:00,12.75,-15.24,-19.82,-18.38,-21.91,-19.95,-19.82,-888.88,-19.69,6.05,4.2,
2017-03-28 06:00:00,13.04,-15.24,-19.95,-18.38,-21.78,-19.69,-19.82,-888.88,-19.95,6.08,4.19,
2017-03-28 06:30:00,13.81,-15.24,-19.69,-18.51,-21.78,-19.95,-19.69,-888.88,-19.69,6.09,4.2,
2017-03-28 07:00:00,15.53,-15.11,-19.82,-18.25,-21.78,-19.82,-19.56,-888.88,-19.56,6.08,4.2,
2017-03-28 07:30:00,17.7,-14.72,-19.69,-18.12,-21.52,-19.69,-19.43,-888.88,-19.43,6.02,4.22,
2017-03-28 08:00:00,20.25,-14.33,-19.04,-17.99,-21.13,-19.43,-19.43,-888.88,-19.43,5.81,4.23,
2017-03-28 08:30:00,23.93,-14.33,-19.04,-17.6,-20.87,-19.3,-19.17,-888.88,-19.3,5.66,4.27,
2017-03-28 09:00:00,26.74,-14.33,-19.04,-17.47,-21,-19.17,-19.04,-888.88,-19.17,5.51,4.31,
2017-03-28 09:30:00,27.04,-14.46,-18.9,-17.47,-21,-19.04,-19.04,-888.88,-19.17,5.46,4.33,
2017-03-28 10:00:00,34.41,-13.68,-18.9,-16.68,-20.47,-18.51,-18.38,-888.88,-18.77,5.33,4.32,
2017-03-28 10:30:00,36.85,-13.81,-18.77,-16.68,-20.34,-18.51,-18.38,-888.88,-18.51,5.31,4.34,
2017-03-28 11:00:00,37.95,-13.94,-18.9,-16.81,-20.6,-18.51,-18.64,-888.88,-18.64,5.34,4.39,
2017-03-28 11:30:00,43.16,-13.54,-18.64,-16.55,-20.08,-18.12,-18.38,-888.88,-18.51,5.26,4.38,
2017-03-28 12:00:00,46.87,-13.68,-18.9,-16.55,-20.34,-18.12,-18.25,-888.88,-18.51,5.24,4.4,
2017-03-28 12:30:00,41.44,-13.81,-18.9,-16.81,-20.21,-18.38,-18.38,-888.88,-18.51,5.3,4.41,
2017-03-28 13:00:00,39.37,-13.94,-18.9,-16.81,-20.34,-18.38,-18.38,-888.88,-18.64,5.38,4.41,
2017-03-28 13:30:00,40.63,-13.68,-18.77,-16.94,-20.34,-18.51,-18.64,-888.88,-18.64,5.39,4.41,
2017-03-28 14:00:00,40.8,-13.41,-18.77,-16.81,-20.21,-18.12,-18.38,-888.88,-18.77,5.46,4.42,
2017-03-28 14:30:00,38.87,-13.94,-18.77,-16.94,-20.47,-18.51,-18.51,-888.88,-18.77,5.4,4.42,
2017-03-28 15:00:00,32.92,-14.2,-18.9,-17.34,-21,-18.9,-18.9,-888.88,-19.04,5.63,4.39,
2017-03-28 15:30:00,29.09,-14.46,-19.04,-17.47,-21.13,-19.04,-19.04,-888.88,-19.17,5.71,4.38,
2017-03-28 16:00:00,26.21,-14.72,-19.04,-17.73,-21.26,-19.3,-19.17,-888.88,-19.3,5.57,4.3,
2017-03-28 16:30:00,25.4,-14.72,-19.17,-17.86,-21.39,-19.43,-19.17,-888.88,-19.3,5.49,4.29,
2017-03-28 17:00:00,24.39,-14.85,-19.17,-17.86,-21.52,-19.43,-19.17,-888.88,-19.43,5.45,4.28,
2017-03-28 17:30:00,23.86,-14.85,-19.17,-17.86,-21.39,-19.43,-19.17,-888.88,-19.17,5.42,4.27,
2017-03-28 18:00:00,23.4,-14.85,-19.3,-17.86,-21.52,-19.56,-19.3,-888.88,-19.17,5.41,4.27,
2017-03-28 18:30:00,22.92,-14.72,-19.17,-17.99,-21.52,-19.69,-19.17,-888.88,-19.3,5.41,4.26,
2017-03-28 19:00:00,22.51,-14.85,-19.43,-17.99,-21.52,-19.69,-19.17,-888.88,-19.3,5.41,4.26,
2017-03-28 19:30:00,21.63,-14.98,-19.3,-17.99,-21.65,-19.56,-19.17,-888.88,-19.3,5.41,4.26,
2017-03-28 20:00:00,21.06,-14.98,-19.43,-17.99,-21.65,-19.56,-19.3,-888.88,-19.43,5.42,4.25,
2017-03-28 20:30:00,20.58,-14.98,-19.56,-17.99,-21.65,-19.82,-19.3,-888.88,-19.69,5.43,4.25,
2017-03-28 21:00:00,19.44,-14.98,-19.56,-18.12,-21.65,-19.95,-19.3,-888.88,-19.56,5.45,4.25,
2017-03-28 21:30:00,19.51,-14.98,-19.43,-18.12,-21.65,-19.69,-19.3,-888.88,-19.43,5.47,4.25,
2017-03-28 22:00:00,19.25,-14.98,-19.43,-18.12,-21.52,-19.69,-19.3,-888.88,-19.43,5.48,4.25,
2017-03-28 22:30:00,19.86,-14.98,-19.43,-18.12,-21.65,-19.82,-19.3,-888.88,-19.69,5.48,4.24,
2017-03-28 23:00:00,19.53,-14.98,-19.43,-18.12,-21.78,-19.95,-19.3,-888.88,-19.82,5.47,4.24,
2017-03-28 23:30:00,19.32,-14.98,-19.69,-18.12,-21.52,-19.82,-19.3,-888.88,-19.56,5.48,4.24,
2017-03-29 00:00:00,19.44,-14.98,-19.69,-17.99,-21.52,-19.69,-19.3,-888.88,-19.43,5.49,4.24,
2017-03-29 00:30:00,19.48,-14.98,-19.43,-18.12,-21.65,-19.82,-19.3,-888.88,-19.43,5.51,4.23,
2017-03-29 01:00:00,19.48,-14.98,-19.56,-18.12,-21.65,-19.69,-19.3,-888.88,-19.43,5.52,4.23,
2017-03-29 01:30:00,19.32,-14.98,-19.43,-18.12,-21.65,-19.69,-19.3,-888.88,-19.43,5.53,4.23,
2017-03-29 02:00:00,19.53,-14.98,-19.69,-18.12,-21.52,-19.69,-19.3,-888.88,-19.43,5.54,4.23,
2017-03-29 02:30:00,19.32,-14.98,-19.56,-18.12,-21.52,-19.69,-19.3,-888.88,-19.43,5.58,4.22,
2017-03-29 03:00:00,18.53,-14.98,-19.95,-18.12,-21.52,-19.69,-19.43,-888.88,-19.69,5.62,4.22,
2017-03-29 03:30:00,18.49,-14.98,-19.82,-18.12,-21.65,-19.56,-19.43,-888.88,-19.82,5.63,4.22,
2017-03-29 04:00:00,19.01,-14.85,-19.82,-18.12,-21.52,-19.82,-19.3,-888.88,-19.56,5.62,4.22,
2017-03-29 04:30:00,18.58,-14.98,-19.95,-17.99,-21.39,-19.56,-19.17,-888.88,-19.43,5.66,4.22,
2017-03-29 05:00:00,17.72,-14.85,-19.95,-17.73,-21.26,-19.04,-18.9,-888.88,-19.56,5.79,4.21,
2017-03-29 05:30:00,17.91,-14.85,-19.82,-17.86,-21.39,-19.43,-19.17,-888.88,-19.04,5.82,4.21,
2017-03-29 06:00:00,18.2,-14.85,-20.08,-17.99,-21.39,-19.82,-19.3,-888.88,-19.69,5.82,4.21,
2017-03-29 06:30:00,18.96,-14.72,-19.82,-17.99,-21.39,-19.69,-19.17,-888.88,-19.43,5.82,4.21,
2017-03-29 07:00:00,19.34,-14.72,-19.95,-17.99,-21.39,-19.69,-19.17,-888.88,-19.3,5.82,4.21,
2017-03-29 07:30:00,19.75,-14.59,-19.69,-15.77,-20.47,-18.38,-18.25,-888.88,-18.25,5.97,4.22,
2017-03-29 08:00:00,20.91,-14.46,-19.82,-16.16,-20.87,-18.38,-18.38,-888.88,-18.12,5.91,4.25,
2017-03-29 08:30:00,23.47,-14.46,-20.21,-17.47,-20.87,-19.43,-17.6,-888.88,-18.77,5.75,4.32,
2017-03-29 09:00:00,25.36,-14.46,-20.21,-17.6,-20.87,-19.3,-17.47,-888.88,-19.04,5.66,4.32,
2017-03-29 09:30:00,28.37,-14.33,-19.95,-17.47,-20.87,-19.04,-17.34,-888.88,-19.04,5.49,4.35,
2017-03-29 10:00:00,27.21,-14.46,-20.08,-17.6,-20.87,-19.04,-17.47,-888.88,-19.17,5.43,4.36,
2017-03-29 10:30:00,27.04,-14.46,-20.08,-17.6,-20.87,-19.04,-17.47,-888.88,-19.17,5.43,4.34,
2017-03-29 11:00:00,33.6,-13.94,-19.82,-17.2,-20.47,-18.77,-16.94,-888.88,-19.04,5.36,4.4,
2017-03-29 11:30:00,34.92,-13.81,-19.82,-17.07,-20.47,-18.64,-16.81,-888.88,-18.9,5.37,4.41,
2017-03-29 12:00:00,39.54,-13.81,-19.69,-16.81,-20.08,-18.38,-16.68,-888.88,-18.64,5.4,4.41,
2017-03-29 12:30:00,46.42,-13.81,-19.95,-16.94,-19.95,-18.51,-16.42,-888.88,-18.51,5.32,4.42,
2017-03-29 13:00:00,36.88,-13.41,-19.82,-17.07,-19.82,-18.51,-16.55,-888.88,-18.64,5.69,4.42,
2017-03-29 13:30:00,42.71,-13.28,-19.3,-16.94,-19.69,-18.25,-16.68,-888.88,-19.04,5.62,4.42,
2017-03-29 14:00:00,40.11,-13.81,-19.43,-17.07,-20.08,-18.12,-16.81,-888.88,-19.17,5.75,4.42,
2017-03-29 14:30:00,39.46,-13.81,-19.69,-16.94,-20.08,-18.25,-16.81,-888.88,-18.9,5.73,4.43,
2017-03-29 15:00:00,41.94,-13.81,-19.56,-16.81,-20.08,-17.99,-16.55,-888.88,-18.77,5.69,4.43,
2017-03-29 15:30:00,41.74,-13.54,-19.56,-16.94,-20.08,-18.25,-16.55,-888.88,-18.64,5.83,4.43,
2017-03-29 16:00:00,40.54,-13.68,-19.82,-16.94,-20.34,-18.38,-16.81,-888.88,-18.9,5.96,4.43,
2017-03-29 16:30:00,38.37,-14.07,-19.82,-17.07,-20.47,-18.51,-16.81,-888.88,-18.9,6.03,4.43,
2017-03-29 17:00:00,32.43,-14.33,-20.08,-17.47,-20.87,-19.04,-17.07,-888.88,-19.17,6.07,4.43,
2017-03-29 17:30:00,28.69,-14.59,-20.08,-17.73,-21.13,-19.3,-17.47,-888.88,-19.3,6.03,4.4,
2017-03-29 18:00:00,25.36,-14.85,-20.21,-17.99,-21.39,-19.69,-17.47,-888.88,-19.56,5.94,4.31,
2017-03-29 18:30:00,23.14,-15.37,-20.47,-17.99,-21.26,-19.56,-17.73,-888.88,-19.95,5.76,4.29,
2017-03-29 19:00:00,21.96,-15.37,-20.47,-17.99,-21.39,-19.69,-17.6,-888.88,-19.82,5.65,4.28,
2017-03-29 19:30:00,21.25,-15.37,-20.47,-17.99,-21.39,-19.56,-17.73,-888.88,-19.82,5.59,4.27,
2017-03-29 20:00:00,20.58,-15.51,-20.6,-17.99,-21.39,-19.69,-17.6,-888.88,-20.08,5.57,4.27,
2017-03-29 20:30:00,20.7,-15.37,-20.21,-18.12,-21.52,-19.69,-17.73,-888.88,-20.08,5.56,4.26,
2017-03-29 21:00:00,20.34,-15.37,-20.47,-18.12,-21.39,-19.56,-17.47,-888.88,-19.82,5.55,4.26,
2017-03-29 21:30:00,19.82,-15.37,-20.21,-18.12,-21.39,-19.56,-17.6,-888.88,-19.82,5.55,4.26,
2017-03-29 22:00:00,19.58,-15.51,-20.47,-18.12,-21.39,-19.69,-17.6,-888.88,-20.08,5.56,4.26,
2017-03-29 22:30:00,19.46,-15.51,-20.6,-18.12,-21.26,-19.43,-17.73,-888.88,-19.95,5.55,4.25,
2017-03-29 23:00:00,19.01,-15.51,-20.47,-18.12,-20.87,-19.56,-17.73,-888.88,-19.95,5.56,4.25,
2017-03-29 23:30:00,18.25,-15.64,-20.6,-18.12,-21.39,-19.69,-17.86,-888.88,-19.95,5.57,4.25,
2017-03-30 00:00:00,17.99,-15.64,-20.6,-18.12,-21.39,-19.69,-17.73,-888.88,-19.82,5.58,4.25,
2017-03-30 00:30:00,18.3,-15.64,-20.6,-18.12,-21.26,-19.69,-17.73,-888.88,-19.82,5.59,4.25,
2017-03-30 01:00:00,17.82,-15.64,-20.6,-18.12,-21.39,-19.69,-17.73,-888.88,-19.69,5.6,4.25,
2017-03-30 01:30:00,17.84,-15.51,-20.6,-18.25,-21.39,-19.69,-17.73,-888.88,-19.82,5.61,4.24,
2017-03-30 02:00:00,17.18,-15.64,-20.6,-18.25,-21.13,-19.69,-17.73,-888.88,-19.69,5.62,4.24,
2017-03-30 02:30:00,17.18,-15.77,-20.6,-18.25,-21.13,-19.56,-17.73,-888.88,-19.82,5.63,4.24,
2017-03-30 03:00:00,16.65,-15.64,-20.73,-18.25,-20.87,-19.69,-17.73,-888.88,-19.82,5.65,4.24,
2017-03-30 03:30:00,16.46,-15.64,-20.6,-18.25,-21.26,-19.69,-17.86,-888.88,-19.95,5.66,4.23,
2017-03-30 04:00:00,16.72,-15.77,-20.73,-18.25,-21,-19.82,-17.99,-888.88,-19.69,5.68,4.23,
2017-03-30 04:30:00,16.46,-15.77,-20.6,-18.25,-21.13,-19.56,-17.73,-888.88,-19.95,5.68,4.23,
2017-03-30 05:00:00,16.2,-15.64,-20.73,-18.25,-20.87,-19.56,-17.86,-888.88,-19.69,5.69,4.23,
2017-03-30 05:30:00,16.01,-15.77,-20.73,-18.25,-21.39,-19.69,-17.73,-888.88,-19.69,5.7,4.23,
2017-03-30 06:00:00,16.01,-15.64,-20.73,-18.25,-20.87,-19.82,-17.86,-888.88,-19.82,5.71,4.22,
2017-03-30 06:30:00,17.13,-15.64,-20.73,-18.12,-21.52,-19.56,-17.73,-888.88,-19.82,5.71,4.23,
2017-03-30 07:00:00,18.49,-15.51,-20.73,-18.12,-20.87,-19.56,-17.6,-888.88,-19.95,5.69,4.24,
2017-03-30 07:30:00,21.06,-14.72,-20.47,-17.99,-20.34,-20.08,-17.6,-888.88,-19.69,5.62,4.25,
2017-03-30 08:00:00,23.69,-14.46,-20.34,-17.86,-20.87,-19.82,-17.34,-888.88,-19.56,5.5,4.26,
2017-03-30 08:30:00,26.45,-14.33,-20.08,-17.47,-20.6,-19.43,-17.2,-888.88,-19.3,5.43,4.27,
2017-03-30 09:00:00,29.84,-14.07,-19.95,-17.07,-20.47,-19.04,-17.07,-888.88,-19.17,5.41,4.29,
2017-03-30 09:30:00,31.38,-14.2,-20.21,-17.07,-20.47,-18.9,-17.07,-888.88,-19.04,5.46,4.34,
2017-03-30 10:00:00,36.88,-13.81,-19.82,-16.68,-20.08,-18.51,-16.81,-888.88,-18.9,5.47,4.34,
2017-03-30 10:30:00,42.92,-13.41,-19.56,-16.29,-19.69,-18.12,-16.42,-888.88,-18.77,5.4,4.37,
2017-03-30 11:00:00,41.74,-13.81,-19.69,-16.68,-19.95,-18.25,-16.68,-888.88,-18.9,5.51,4.39,
2017-03-30 11:30:00,38.98,-14.07,-19.95,-16.94,-20.21,-18.64,-16.94,-888.88,-19.04,5.68,4.41,
2017-03-30 12:00:00,38.98,-14.07,-19.95,-16.94,-20.34,-18.64,-16.94,-888.88,-19.04,5.7,4.42,
2017-03-30 12:30:00,39.29,-13.94,-19.82,-16.94,-20.34,-18.64,-16.94,-888.88,-18.9,5.67,4.42,
2017-03-30 13:00:00,42.33,-13.81,-19.82,-16.94,-20.21,-18.51,-16.81,-888.88,-18.77,5.65,4.43,
2017-03-30 13:30:00,38.03,-14.2,-19.95,-17.07,-20.47,-18.77,-17.07,-888.88,-19.04,5.76,4.43,
2017-03-30 14:00:00,32.38,-14.46,-19.95,-17.47,-20.87,-19.17,-17.07,-888.88,-19.17,5.9,4.41,
2017-03-30 14:30:00,32,-14.46,-20.08,-17.47,-20.73,-19.17,-17.07,-888.88,-19.3,5.96,4.39,
