,觀測時間(LST)ObsTime,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,氣溫(℃)Temperature,露點溫度(℃)Td dew point,相對溼度(%)RH,風速(m/s)WS,風向(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,降水量(mm)Precp,降水時數(hr)PrecpHour,日照時數(hr)SunShine,全天空日射量(MJ/㎡)GloblRad,能見度(km)Visb
1631,2017-03-09 23:00,1005.4,,19.0,,89,0.6,69,,,0.0,,,,
1632,2017-03-10 00:00,1004.2,,21.3,,72,1.2,178,,,0.0,,,,
1633,2017-03-10 01:00,1003.3,,19.3,,84,0.8,183,,,0.0,,,,
1634,2017-03-10 02:00,1003.4,,18.1,,86,1.1,70,,,0.0,,,,
1635,2017-03-10 03:00,1003.3,,19.2,,80,1.8,37,,,0.0,,,,
1636,2017-03-10 04:00,1003.7,,19.3,,83,1.0,49,,,0.0,,,,
1637,2017-03-10 05:00,1004.2,,19.9,,80,1.8,51,,,0.0,,,,
1638,2017-03-10 06:00,1004.5,,19.0,,86,1.0,18,,,0.0,,,,
1639,2017-03-10 07:00,1005.2,,22.2,,73,0.2,0,,,0.0,,,,
1640,2017-03-10 08:00,1005.0,,24.7,,64,1.3,328,,,0.0,,,,
1641,2017-03-10 09:00,1004.7,,27.2,,55,0.8,337,,,0.0,,,,
1642,2017-03-10 10:00,1004.5,,27.8,,53,0.7,225,,,0.0,,,,
1643,2017-03-10 11:00,1003.9,,28.8,,51,1.9,221,,,0.0,,,,
1644,2017-03-10 12:00,1002.5,,31.2,,46,1.3,207,,,0.0,,,,
1645,2017-03-10 13:00,1001.7,,30.0,,52,3.4,205,,,0.0,,,,
1646,2017-03-10 14:00,1001.2,,28.9,,59,2.9,204,,,0.0,,,,
1647,2017-03-10 15:00,1001.2,,28.3,,61,2.6,201,,,0.0,,,,
1648,2017-03-10 16:00,1001.3,,26.4,,70,1.5,204,,,0.0,,,,
1649,2017-03-10 17:00,1001.6,,24.5,,83,0.7,185,,,0.0,,,,
1650,2017-03-10 18:00,1002.0,,24.1,,87,0.3,146,,,0.0,,,,
1651,2017-03-10 19:00,1002.4,,23.1,,91,0.7,75,,,0.0,,,,
1652,2017-03-10 20:00,1002.9,,23.3,,90,0.6,74,,,0.0,,,,
1653,2017-03-10 21:00,1003.1,,23.6,,89,0.2,0,,,0.0,,,,
1654,2017-03-10 22:00,1003.1,,23.2,,90,1.5,19,,,0.0,,,,
1655,2017-03-10 23:00,1003.1,,22.8,,90,0.7,295,,,0.0,,,,
1656,2017-03-11 00:00,1003.2,,21.3,,94,2.7,343,,,0.0,,,,
1657,2017-03-11 01:00,1002.8,,20.5,,95,0.0,0,,,0.0,,,,
1658,2017-03-11 02:00,1002.9,,20.1,,96,0.0,0,,,0.0,,,,
1659,2017-03-11 03:00,1003.6,,19.9,,96,0.0,0,,,0.0,,,,
1660,2017-03-11 04:00,1004.2,,20.1,,96,1.7,342,,,0.0,,,,
1661,2017-03-11 05:00,1004.7,,19.7,,97,0.6,255,,,0.0,,,,
1662,2017-03-11 06:00,1005.3,,20.2,,97,0.0,0,,,0.0,,,,
1663,2017-03-11 07:00,1005.5,,23.2,,84,0.1,0,,,0.0,,,,
1664,2017-03-11 08:00,1006.2,,24.4,,77,0.9,210,,,0.0,,,,
1665,2017-03-11 09:00,1006.0,,24.7,,75,1.2,212,,,0.0,,,,
1666,2017-03-11 10:00,1005.8,,26.2,,69,0.7,242,,,0.0,,,,
1667,2017-03-11 11:00,1005.3,,27.4,,64,1.2,244,,,0.0,,,,
1668,2017-03-11 12:00,1004.4,,27.3,,64,1.5,246,,,0.0,,,,
1669,2017-03-11 13:00,1004.2,,25.9,,67,1.3,248,,,0.0,,,,
1670,2017-03-11 14:00,1004.0,,26.3,,65,1.2,256,,,0.0,,,,
1671,2017-03-11 15:00,1003.9,,25.3,,67,0.7,233,,,0.0,,,,
1672,2017-03-11 16:00,1004.0,,24.7,,70,0.4,247,,,0.0,,,,
1673,2017-03-11 17:00,1003.9,,23.3,,77,1.2,189,,,0.0,,,,
1674,2017-03-11 18:00,1004.7,,21.5,,87,1.3,91,,,0.0,,,,
1675,2017-03-11 19:00,1005.5,,21.9,,85,0.3,99,,,0.0,,,,
1676,2017-03-11 20:00,1006.1,,22.2,,85,0.8,68,,,0.0,,,,
1677,2017-03-11 21:00,1006.6,,21.8,,88,1.7,50,,,0.0,,,,
1678,2017-03-11 22:00,X,,X,,X,X,X,,,0.0,,,,
1679,2017-03-11 23:00,1006.4,,20.7,,90,0.5,67,,,0.0,,,,
1680,2017-03-12 00:00,1005.9,,20.1,,91,0.0,0,,,0.0,,,,
1681,2017-03-12 01:00,1005.6,,19.9,,92,0.4,100,,,0.0,,,,
1682,2017-03-12 02:00,1005.3,,20.5,,92,0.0,0,,,0.0,,,,
1683,2017-03-12 03:00,1005.1,,21.0,,89,0.7,223,,,0.0,,,,
1684,2017-03-12 04:00,1005.6,,20.5,,92,0.4,22,,,0.0,,,,
1685,2017-03-12 05:00,1006.4,,20.8,,91,1.2,29,,,0.0,,,,
1686,2017-03-12 06:00,1006.7,,21.5,,84,1.4,55,,,0.0,,,,
1687,2017-03-12 07:00,1006.8,,24.5,,70,0.2,0,,,0.0,,,,
1688,2017-03-12 08:00,1006.3,,26.7,,61,0.8,209,,,0.0,,,,
1689,2017-03-12 09:00,1005.8,,27.6,,58,1.2,283,,,0.0,,,,
1690,2017-03-12 10:00,1005.1,,28.4,,54,1.5,298,,,0.0,,,,
1691,2017-03-12 11:00,1004.1,,29.7,,48,1.7,281,,,0.0,,,,
1692,2017-03-12 12:00,1003.0,,31.8,,40,1.4,231,,,0.0,,,,
1693,2017-03-12 13:00,1002.4,,29.5,,46,2.2,310,,,0.0,,,,
1694,2017-03-12 14:00,1001.7,,29.3,,48,1.8,294,,,0.0,,,,
1695,2017-03-12 15:00,1002.1,,28.2,,57,3.0,316,,,0.0,,,,
1696,2017-03-12 16:00,1002.1,,26.3,,61,2.0,348,,,0.0,,,,
1697,2017-03-12 17:00,1002.6,,25.4,,65,2.8,353,,,0.0,,,,
1698,2017-03-12 18:00,1002.8,,24.0,,76,2.1,360,,,0.0,,,,
1699,2017-03-12 19:00,1003.7,,23.8,,76,1.5,360,,,0.0,,,,
1700,2017-03-12 20:00,1004.0,,23.6,,77,1.1,353,,,0.0,,,,
1701,2017-03-12 21:00,1004.3,,23.0,,80,0.7,10,,,0.0,,,,
1702,2017-03-12 22:00,1004.2,,21.7,,86,0.4,73,,,0.0,,,,
1703,2017-03-12 23:00,1004.5,,21.2,,88,0.6,73,,,0.0,,,,
1704,2017-03-13 00:00,1004.4,,22.5,,81,2.7,6,,,0.0,,,,
1705,2017-03-13 01:00,1003.9,,23.0,,77,2.2,17,,,0.0,,,,
1706,2017-03-13 02:00,1003.5,,22.8,,76,2.9,358,,,0.0,,,,
1707,2017-03-13 03:00,1003.3,,22.3,,82,1.9,335,,,0.0,,,,
1708,2017-03-13 04:00,1003.1,,23.5,,72,3.7,9,,,0.0,,,,
1709,2017-03-13 05:00,1003.1,,23.8,,68,3.8,31,,,0.0,,,,
1710,2017-03-13 06:00,X,,X,,X,X,X,,,0.0,,,,
1711,2017-03-13 07:00,1003.4,,26.7,,56,2.3,10,,,0.0,,,,
1712,2017-03-13 08:00,1003.5,,28.1,,51,4.1,359,,,0.0,,,,
1713,2017-03-13 09:00,1003.3,,29.6,,47,3.2,354,,,0.0,,,,
1714,2017-03-13 10:00,1002.5,,30.9,,45,2.7,328,,,0.0,,,,
1715,2017-03-13 11:00,1001.9,,31.0,,50,1.5,277,,,X,,,,
1716,2017-03-13 12:00,1001.1,,30.9,,49,1.8,263,,,0.0,,,,
1717,2017-03-13 13:00,1000.6,,31.0,,52,1.8,255,,,0.0,,,,
1718,2017-03-13 14:00,1000.5,,28.3,,63,2.1,285,,,0.0,,,,
1719,2017-03-13 15:00,1000.8,,27.0,,70,1.6,276,,,0.0,,,,
1720,2017-03-13 16:00,1000.6,,26.7,,70,1.6,268,,,0.0,,,,
1721,2017-03-13 17:00,1001.0,,24.9,,79,1.0,287,,,0.0,,,,
1722,2017-03-13 18:00,1001.3,,23.8,,83,0.2,0,,,0.0,,,,
1723,2017-03-13 19:00,1001.8,,23.2,,84,1.8,32,,,0.0,,,,
1724,2017-03-13 20:00,1002.4,,23.6,,80,3.6,6,,,0.0,,,,
1725,2017-03-13 21:00,1002.9,,23.1,,82,3.1,10,,,0.0,,,,
1726,2017-03-13 22:00,1002.9,,22.5,,85,3.1,4,,,0.0,,,,
1727,2017-03-13 23:00,1003.3,,22.7,,85,3.8,360,,,0.0,,,,
1728,2017-03-14 00:00,1003.0,,22.6,,86,4.8,1,,,0.0,,,,
1729,2017-03-14 01:00,1002.6,,22.2,,87,4.9,2,,,0.0,,,,
1730,2017-03-14 02:00,1002.5,,21.6,,90,2.4,8,,,0.0,,,,
1731,2017-03-14 03:00,1002.8,,21.7,,89,2.1,5,,,0.0,,,,
1732,2017-03-14 04:00,1003.6,,22.0,,87,1.0,4,,,0.0,,,,
1733,2017-03-14 05:00,1003.9,,22.0,,85,2.5,111,,,0.0,,,,
1734,2017-03-14 06:00,1004.7,,23.0,,79,1.2,121,,,0.0,,,,
1735,2017-03-14 07:00,1005.7,,24.0,,76,0.1,0,,,0.0,,,,
1736,2017-03-14 08:00,1006.7,,23.9,,79,1.4,304,,,0.0,,,,
1737,2017-03-14 09:00,1007.2,,23.4,,78,1.3,286,,,0.0,,,,
1738,2017-03-14 10:00,1007.0,,23.5,,75,1.1,310,,,0.0,,,,
1739,2017-03-14 11:00,1006.6,,22.9,,76,1.7,204,,,0.0,,,,
1740,2017-03-14 12:00,1006.3,,21.5,,83,0.4,153,,,0.0,,,,
1741,2017-03-14 13:00,1005.6,,22.1,,80,0.4,232,,,0.0,,,,
1742,2017-03-14 14:00,1005.4,,22.1,,80,1.0,293,,,0.0,,,,
1743,2017-03-14 15:00,1005.5,,22.3,,80,0.6,236,,,0.0,,,,
1744,2017-03-14 16:00,1005.6,,22.2,,80,0.2,0,,,0.0,,,,
1745,2017-03-14 17:00,1006.0,,21.4,,79,0.5,313,,,0.0,,,,
1746,2017-03-14 18:00,1007.0,,20.8,,87,0.0,0,,,0.0,,,,
1747,2017-03-14 19:00,1007.5,,20.3,,89,0.0,0,,,0.0,,,,
1748,2017-03-14 20:00,1008.0,,20.2,,89,0.9,210,,,0.0,,,,
1749,2017-03-14 21:00,1008.5,,19.8,,90,0.1,0,,,0.0,,,,
1750,2017-03-14 22:00,1008.6,,19.9,,89,0.7,162,,,0.0,,,,
1751,2017-03-14 23:00,X,,X,,X,X,X,,,0.0,,,,
1752,2017-03-15 00:00,1008.2,,19.2,,91,0.7,65,,,0.0,,,,
1753,2017-03-15 01:00,1008.0,,19.2,,89,1.2,151,,,0.0,,,,
1754,2017-03-15 02:00,1007.8,,18.6,,91,1.0,180,,,0.0,,,,
1755,2017-03-15 03:00,1007.8,,18.8,,85,0.6,90,,,0.0,,,,
1756,2017-03-15 04:00,1008.1,,18.5,,85,0.1,0,,,0.0,,,,
1757,2017-03-15 05:00,1008.8,,18.6,,84,0.1,0,,,0.0,,,,
1758,2017-03-15 06:00,1009.3,,19.1,,81,0.2,0,,,0.0,,,,
1759,2017-03-15 07:00,1009.9,,19.7,,70,0.4,173,,,0.0,,,,
1760,2017-03-15 08:00,1010.1,,20.5,,63,1.6,35,,,0.0,,,,
1761,2017-03-15 09:00,1009.8,,21.3,,57,3.2,52,,,0.0,,,,
1762,2017-03-15 10:00,1009.7,,22.3,,56,0.9,157,,,0.0,,,,
1763,2017-03-15 11:00,1009.1,,22.8,,58,1.1,213,,,0.0,,,,
1764,2017-03-15 12:00,1008.1,,23.2,,57,1.0,200,,,0.0,,,,
1765,2017-03-15 13:00,1007.4,,23.0,,58,0.9,259,,,0.0,,,,
1766,2017-03-15 14:00,1006.5,,22.7,,62,0.7,255,,,0.0,,,,
1767,2017-03-15 15:00,1006.5,,22.2,,64,0.5,224,,,0.0,,,,
1768,2017-03-15 16:00,1006.6,,21.4,,72,1.1,12,,,0.0,,,,
1769,2017-03-15 17:00,1006.5,,20.6,,67,1.2,134,,,0.0,,,,
1770,2017-03-15 18:00,1006.8,,20.5,,64,1.1,77,,,0.0,,,,
1771,2017-03-15 19:00,1007.3,,20.6,,60,2.9,69,,,0.0,,,,
1772,2017-03-15 20:00,1007.6,,20.8,,59,2.5,63,,,0.0,,,,
1773,2017-03-15 21:00,1007.9,,21.0,,57,2.0,67,,,0.0,,,,
1774,2017-03-15 22:00,1007.9,,21.0,,59,1.2,14,,,0.0,,,,
1775,2017-03-15 23:00,1007.5,,20.6,,61,0.4,182,,,0.0,,,,
1776,2017-03-16 00:00,1007.0,,19.9,,68,0.3,93,,,0.0,,,,
1777,2017-03-16 01:00,1006.7,,19.9,,68,0.3,144,,,0.0,,,,
1778,2017-03-16 02:00,1006.5,,19.6,,72,0.3,105,,,0.0,,,,
1779,2017-03-16 03:00,1006.5,,18.8,,79,1.0,33,,,0.0,,,,
1780,2017-03-16 04:00,1007.1,,18.5,,83,1.2,14,,,0.0,,,,
1781,2017-03-16 05:00,1007.9,,18.0,,95,0.5,187,,,0.5,,,,
1782,2017-03-16 06:00,1007.9,,18.2,,93,1.2,137,,,0.5,,,,
1783,2017-03-16 07:00,1008.5,,18.8,,94,0.0,0,,,0.0,,,,
1784,2017-03-16 08:00,1008.3,,20.7,,86,0.6,205,,,0.0,,,,
1785,2017-03-16 09:00,1008.1,,24.0,,69,1.0,222,,,0.0,,,,
1786,2017-03-16 10:00,1007.2,,27.1,,55,0.8,251,,,0.0,,,,
1787,2017-03-16 11:00,1006.3,,26.8,,53,1.1,66,,,0.0,,,,
1788,2017-03-16 12:00,1005.3,,27.0,,53,2.1,22,,,0.0,,,,
1789,2017-03-16 13:00,1004.6,,27.1,,52,1.5,263,,,0.0,,,,
1790,2017-03-16 14:00,1004.6,,24.3,,59,1.0,288,,,0.0,,,,
1791,2017-03-16 15:00,1004.8,,23.1,,67,1.8,295,,,0.0,,,,
1792,2017-03-16 16:00,1005.4,,22.6,,71,1.6,320,,,0.0,,,,
1793,2017-03-16 17:00,1006.2,,21.0,,82,2.4,12,,,0.0,,,,
1794,2017-03-16 18:00,1006.8,,20.7,,83,2.2,35,,,0.0,,,,
1795,2017-03-16 19:00,1007.2,,21.0,,78,1.3,92,,,0.0,,,,
1796,2017-03-16 20:00,1007.8,,21.1,,78,0.4,122,,,0.0,,,,
1797,2017-03-16 21:00,1008.2,,20.2,,83,0.1,0,,,0.0,,,,
1798,2017-03-16 22:00,1008.2,,19.3,,86,1.0,84,,,0.0,,,,
1799,2017-03-16 23:00,1008.2,,19.2,,87,0.8,78,,,0.0,,,,
1800,2017-03-17 00:00,1007.7,,20.1,,83,0.6,22,,,0.0,,,,
1801,2017-03-17 01:00,1007.7,,19.0,,88,0.3,114,,,0.0,,,,
1802,2017-03-17 02:00,1007.4,,18.8,,88,0.0,0,,,0.0,,,,
1803,2017-03-17 03:00,1007.4,,18.3,,89,0.0,0,,,0.0,,,,
1804,2017-03-17 04:00,1007.5,,18.7,,88,0.0,0,,,0.0,,,,
1805,2017-03-17 05:00,1008.2,,18.4,,89,1.3,74,,,0.0,,,,
1806,2017-03-17 06:00,1008.4,,19.4,,86,0.6,68,,,0.0,,,,
1807,2017-03-17 07:00,1008.8,,22.9,,75,1.0,359,,,0.0,,,,
1808,2017-03-17 08:00,1009.0,,24.4,,64,1.5,302,,,0.0,,,,
1809,2017-03-17 09:00,1008.6,,26.4,,60,2.1,305,,,0.0,,,,
1810,2017-03-17 10:00,1008.3,,27.1,,58,1.4,260,,,0.0,,,,
1811,2017-03-17 11:00,1007.7,,27.5,,58,1.2,243,,,0.0,,,,
1812,2017-03-17 12:00,1006.9,,27.7,,59,2.0,286,,,0.0,,,,
1813,2017-03-17 13:00,1006.3,,26.1,,66,1.6,287,,,0.0,,,,
1814,2017-03-17 14:00,1006.2,,24.2,,73,1.4,278,,,0.0,,,,
1815,2017-03-17 15:00,1006.5,,23.7,,74,1.1,264,,,0.0,,,,
1816,2017-03-17 16:00,1006.7,,22.6,,81,0.9,91,,,0.0,,,,
1817,2017-03-17 17:00,1007.0,,22.3,,83,0.3,89,,,0.0,,,,
1818,2017-03-17 18:00,1007.9,,22.1,,83,0.7,111,,,0.0,,,,
1819,2017-03-17 19:00,1008.7,,21.8,,85,0.5,77,,,0.0,,,,
1820,2017-03-17 20:00,1009.3,,21.6,,85,0.7,109,,,0.0,,,,
1821,2017-03-17 21:00,1009.7,,21.1,,87,0.4,51,,,0.0,,,,
1822,2017-03-17 22:00,1009.5,,21.1,,87,0.0,0,,,0.0,,,,
1823,2017-03-17 23:00,1009.0,,20.5,,89,0.7,63,,,0.0,,,,
1824,2017-03-18 00:00,1009.0,,19.8,,91,0.6,357,,,0.0,,,,
1825,2017-03-18 01:00,1008.1,,19.9,,89,0.8,31,,,0.0,,,,
1826,2017-03-18 02:00,1008.2,,19.9,,89,0.4,34,,,0.0,,,,
1827,2017-03-18 03:00,1008.5,,20.7,,84,0.6,159,,,0.0,,,,
1828,2017-03-18 04:00,1008.6,,21.1,,81,1.9,135,,,0.0,,,,
1829,2017-03-18 05:00,1008.8,,20.1,,87,1.0,49,,,0.0,,,,
1830,2017-03-18 06:00,1009.5,,21.1,,84,1.3,125,,,0.0,,,,
1831,2017-03-18 07:00,X,,X,,X,X,X,,,0.0,,,,
1832,2017-03-18 08:00,1010.3,,25.6,,64,1.2,311,,,0.0,,,,
1833,2017-03-18 09:00,1010.8,,25.9,,63,0.7,259,,,0.0,,,,
1834,2017-03-18 10:00,1009.7,,29.5,,53,1.8,258,,,0.0,,,,
1835,2017-03-18 11:00,1009.3,,29.0,,53,1.6,257,,,0.0,,,,
1836,2017-03-18 12:00,1008.7,,28.0,,56,1.2,235,,,0.0,,,,
1837,2017-03-18 13:00,1008.4,,25.2,,68,1.4,312,,,0.0,,,,
1838,2017-03-18 14:00,1007.7,,25.2,,72,1.3,213,,,0.0,,,,
1839,2017-03-18 15:00,1007.1,,26.7,,65,1.0,264,,,0.0,,,,
1840,2017-03-18 16:00,X,,X,,X,X,X,,,0.0,,,,
1841,2017-03-18 17:00,1007.2,,24.5,,74,0.0,0,,,0.0,,,,
1842,2017-03-18 18:00,1007.5,,22.5,,80,0.9,49,,,0.0,,,,
1843,2017-03-18 19:00,1008.0,,23.4,,78,3.2,14,,,0.0,,,,
1844,2017-03-18 20:00,1008.4,,23.1,,78,0.8,101,,,0.0,,,,
1845,2017-03-18 21:00,1008.7,,22.8,,78,0.8,50,,,0.0,,,,
1846,2017-03-18 22:00,1008.6,,22.8,,78,0.3,121,,,0.0,,,,
1847,2017-03-18 23:00,1008.7,,22.3,,79,0.1,0,,,0.0,,,,
1848,2017-03-19 00:00,1008.8,,21.6,,83,0.6,43,,,0.0,,,,
1849,2017-03-19 01:00,1008.5,,21.7,,81,1.0,73,,,0.0,,,,
1850,2017-03-19 02:00,1008.5,,21.9,,82,0.5,94,,,0.0,,,,
1851,2017-03-19 03:00,1008.5,,22.4,,78,0.3,88,,,0.0,,,,
1852,2017-03-19 04:00,1009.1,,22.5,,79,0.7,100,,,0.0,,,,
1853,2017-03-19 05:00,1009.2,,22.2,,78,0.9,53,,,0.0,,,,
1854,2017-03-19 06:00,1009.6,,23.0,,76,1.0,93,,,X,,,,
1855,2017-03-19 07:00,1010.0,,25.4,,69,0.5,260,,,0.0,,,,
1856,2017-03-19 08:00,1010.0,,26.9,,60,0.9,296,,,0.0,,,,
1857,2017-03-19 09:00,1008.9,,30.0,,53,1.2,220,,,0.0,,,,
1858,2017-03-19 10:00,1007.4,,31.7,,47,1.5,213,,,0.0,,,,
1859,2017-03-19 11:00,1006.0,,32.9,,38,4.7,7,,,0.0,,,,
1860,2017-03-19 12:00,1005.2,,33.0,,40,4.8,18,,,0.0,,,,
1861,2017-03-19 13:00,1004.8,,32.6,,43,1.7,299,,,0.0,,,,
1862,2017-03-19 14:00,1004.9,,30.8,,50,2.8,310,,,0.0,,,,
1863,2017-03-19 15:00,1005.3,,30.9,,49,1.3,280,,,0.0,,,,
1864,2017-03-19 16:00,1006.2,,27.6,,62,3.7,16,,,0.0,,,,
1865,2017-03-19 17:00,1007.0,,25.5,,75,3.8,21,,,0.0,,,,
1866,2017-03-19 18:00,1007.7,,24.5,,77,4.2,32,,,0.0,,,,
1867,2017-03-19 19:00,1008.5,,24.0,,78,3.9,25,,,0.0,,,,
1868,2017-03-19 20:00,1008.9,,22.8,,89,2.8,36,,,0.0,,,,
1869,2017-03-19 21:00,1008.9,,22.6,,91,1.6,41,,,0.0,,,,
1870,2017-03-19 22:00,1008.8,,22.1,,93,1.8,91,,,1.0,,,,
1871,2017-03-19 23:00,1008.4,,21.9,,94,0.8,77,,,0.0,,,,
1872,2017-03-20 00:00,1007.5,,21.5,,95,0.6,90,,,0.0,,,,
1873,2017-03-20 01:00,1006.9,,21.7,,94,0.0,0,,,0.0,,,,
1874,2017-03-20 02:00,1006.2,,22.0,,91,0.0,0,,,0.0,,,,
1875,2017-03-20 03:00,1004.8,,21.8,,92,0.0,0,,,0.0,,,,
1876,2017-03-20 04:00,1004.8,,22.2,,87,2.7,11,,,0.0,,,,
1877,2017-03-20 05:00,1005.6,,22.0,,87,1.1,127,,,0.0,,,,
1878,2017-03-20 06:00,1006.0,,22.5,,84,0.2,0,,,0.0,,,,
1879,2017-03-20 07:00,1006.9,,25.4,,75,0.4,324,,,0.0,,,,
1880,2017-03-20 08:00,X,,X,,X,X,X,,,0.0,,,,
1881,2017-03-20 09:00,1006.8,,29.1,,59,1.3,174,,,0.0,,,,
1882,2017-03-20 10:00,1006.5,,29.7,,58,1.5,231,,,0.0,,,,
1883,2017-03-20 11:00,1005.6,,30.3,,55,2.2,214,,,0.0,,,,
1884,2017-03-20 12:00,1004.7,,30.4,,55,1.7,214,,,0.0,,,,
1885,2017-03-20 13:00,1003.9,,28.3,,59,1.6,217,,,0.0,,,,
1886,2017-03-20 14:00,1003.9,,25.9,,71,1.1,203,,,0.0,,,,
1887,2017-03-20 15:00,1004.0,,26.0,,71,0.9,220,,,0.0,,,,
1888,2017-03-20 16:00,1004.1,,25.2,,74,1.0,282,,,0.0,,,,
1889,2017-03-20 17:00,1004.6,,24.8,,77,0.8,305,,,0.0,,,,
1890,2017-03-20 18:00,X,,X,,X,X,X,,,0.0,,,,
1891,2017-03-20 19:00,1005.6,,23.5,,87,0.6,76,,,0.0,,,,
1892,2017-03-20 20:00,1006.1,,23.5,,85,0.9,105,,,0.0,,,,
1893,2017-03-20 21:00,1006.4,,23.2,,86,0.8,117,,,0.0,,,,
1894,2017-03-20 22:00,1006.3,,23.8,,81,1.1,104,,,0.0,,,,
1895,2017-03-20 23:00,1006.0,,23.4,,82,1.7,104,,,0.0,,,,
1896,2017-03-21 00:00,1005.6,,23.5,,81,1.5,106,,,0.0,,,,
1897,2017-03-21 01:00,1005.0,,22.3,,87,0.0,0,,,0.0,,,,
1898,2017-03-21 02:00,1004.7,,21.6,,88,0.0,0,,,0.0,,,,
1899,2017-03-21 03:00,1005.0,,22.4,,86,1.0,61,,,0.0,,,,
1900,2017-03-21 04:00,1005.6,,22.8,,85,0.6,59,,,0.0,,,,
1901,2017-03-21 05:00,1006.0,,22.3,,87,0.8,70,,,0.0,,,,
1902,2017-03-21 06:00,1006.6,,23.0,,86,0.5,45,,,0.0,,,,
1903,2017-03-21 07:00,1007.2,,25.9,,73,2.0,5,,,0.0,,,,
1904,2017-03-21 08:00,1007.2,,27.3,,65,1.0,242,,,0.0,,,,
1905,2017-03-21 09:00,1006.8,,29.4,,57,1.7,257,,,0.0,,,,
1906,2017-03-21 10:00,1006.4,,30.1,,56,1.7,261,,,0.0,,,,
1907,2017-03-21 11:00,1005.8,,30.9,,53,1.4,238,,,0.0,,,,
1908,2017-03-21 12:00,1005.1,,28.9,,61,1.5,237,,,0.0,,,,
1909,2017-03-21 13:00,1004.2,,29.3,,58,1.5,225,,,0.0,,,,
1910,2017-03-21 14:00,1003.8,,29.2,,61,2.0,288,,,0.0,,,,
1911,2017-03-21 15:00,1003.8,,26.9,,70,1.9,341,,,0.0,,,,
1912,2017-03-21 16:00,1004.1,,26.2,,73,2.5,1,,,0.0,,,,
1913,2017-03-21 17:00,1004.4,,24.6,,80,0.8,245,,,0.0,,,,
1914,2017-03-21 18:00,1005.4,,23.5,,85,0.8,200,,,0.0,,,,
1915,2017-03-21 19:00,1006.0,,22.7,,88,0.0,0,,,0.0,,,,
1916,2017-03-21 20:00,1006.4,,22.4,,89,0.0,0,,,0.0,,,,
1917,2017-03-21 21:00,1006.4,,22.2,,89,0.8,115,,,0.0,,,,
1918,2017-03-21 22:00,1006.4,,21.6,,92,0.2,0,,,0.0,,,,
1919,2017-03-21 23:00,1005.9,,21.7,,80,0.6,106,,,0.0,,,,
1920,2017-03-22 00:00,1005.4,,21.6,,86,1.4,89,,,0.0,,,,
1921,2017-03-22 01:00,X,,X,,X,X,X,,,0.0,,,,
1922,2017-03-22 02:00,1004.8,,22.6,,66,2.1,90,,,0.0,,,,
1923,2017-03-22 03:00,1004.4,,20.5,,89,1.1,74,,,0.0,,,,
1924,2017-03-22 04:00,1004.3,,21.4,,84,0.8,97,,,0.0,,,,
1925,2017-03-22 05:00,1005.0,,20.8,,88,1.0,68,,,0.0,,,,
1926,2017-03-22 06:00,1005.3,,21.5,,86,1.2,74,,,0.0,,,,
1927,2017-03-22 07:00,1005.7,,25.6,,71,0.3,164,,,0.0,,,,
1928,2017-03-22 08:00,1005.7,,25.7,,69,0.9,320,,,0.0,,,,
1929,2017-03-22 09:00,1005.7,,28.4,,60,1.5,266,,,0.0,,,,
1930,2017-03-22 10:00,1005.8,,28.5,,61,2.3,265,,,0.0,,,,
1931,2017-03-22 11:00,1004.8,,28.4,,61,1.5,267,,,0.0,,,,
1932,2017-03-22 12:00,1003.9,,29.4,,58,2.1,256,,,0.0,,,,
1933,2017-03-22 13:00,1003.0,,29.1,,58,1.5,302,,,0.0,,,,
1934,2017-03-22 14:00,1002.3,,29.9,,55,1.7,265,,,0.0,,,,
1935,2017-03-22 15:00,1002.4,,28.5,,60,2.1,272,,,0.0,,,,
1936,2017-03-22 16:00,1002.7,,26.8,,66,1.7,292,,,0.0,,,,
1937,2017-03-22 17:00,1003.3,,24.6,,75,1.0,285,,,0.0,,,,
1938,2017-03-22 18:00,X,,X,,X,X,X,,,0.0,,,,
1939,2017-03-22 19:00,1004.7,,24.2,,78,0.4,312,,,0.0,,,,
1940,2017-03-22 20:00,1005.1,,24.1,,80,1.0,279,,,0.0,,,,
1941,2017-03-22 21:00,1005.6,,23.8,,77,1.7,350,,,0.0,,,,
1942,2017-03-22 22:00,1005.9,,21.9,,86,2.9,7,,,0.0,,,,
1943,2017-03-22 23:00,1005.1,,21.1,,93,0.0,0,,,0.5,,,,
1944,2017-03-23 00:00,1004.6,,21.2,,95,0.2,0,,,0.0,,,,
1945,2017-03-23 01:00,1003.9,,21.0,,95,0.4,251,,,0.0,,,,
1946,2017-03-23 02:00,1003.2,,20.5,,95,0.0,0,,,0.0,,,,
1947,2017-03-23 03:00,1002.5,,22.1,,88,3.5,29,,,0.0,,,,
1948,2017-03-23 04:00,1002.5,,21.8,,90,0.8,205,,,0.0,,,,
1949,2017-03-23 05:00,1003.3,,21.0,,92,3.9,356,,,0.0,,,,
1950,2017-03-23 06:00,1003.7,,21.3,,92,0.4,217,,,0.0,,,,
1951,2017-03-23 07:00,1004.7,,23.3,,85,1.2,298,,,0.0,,,,
1952,2017-03-23 08:00,1005.0,,26.1,,72,0.6,286,,,0.0,,,,
