,Date,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,氣溫(℃)Temperature,露點溫度(℃)Td dew point,相對溼度(%)RH,風速(m/s)WS,風向(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,降水量(mm)Precp,降水時數(hr)PrecpHour,日照時數(hr)SunShine,全天空日射量(MJ/㎡)GloblRad,能見度(km)Visb
5361,2016/8/11 10:00,990.1,,30.1,,74,0.8,205,,,0,,,,
5362,2016/8/11 11:00,990.1,,31.9,,65,0.8,358,,,0,,,,
5363,2016/8/11 12:00,989.2,,33.4,,58,1.6,255,,,0,,,,
5364,2016/8/11 13:00,989,,32.1,,67,1.8,203,,,0,,,,
5365,2016/8/11 14:00,988.7,,31.6,,69,1.8,206,,,0,,,,
5366,2016/8/11 15:00,989.1,,30.1,,75,1.1,166,,,0,,,,
5367,2016/8/11 16:00,989.8,,26.6,,97,2.1,193,,,21.5,,,,
5368,2016/8/11 17:00,989.8,,26.2,,99,0.6,76,,,14,,,,
5369,2016/8/11 18:00,990.1,,26.3,,97,1.1,67,,,0,,,,
5370,2016/8/11 19:00,990.5,,26,,97,1.3,45,,,0,,,,
5371,2016/8/11 20:00,991,,26.2,,95,0.8,99,,,0,,,,
5372,2016/8/11 21:00,991,,26.5,,92,0.6,109,,,0.5,,,,
5373,2016/8/11 22:00,990.8,,26.5,,91,0.5,67,,,0,,,,
5374,2016/8/11 23:00,990.7,,26,,94,1,44,,,0,,,,
5375,2016/8/12 00:00,990.5,,26.2,,91,0.7,55,,,0,,,,
5376,2016/8/12 01:00,990.3,,26,,95,0,0,,,0,,,,
5377,2016/8/12 02:00,991.3,,24.3,,98,0.6,225,,,15,,,,
5378,2016/8/12 03:00,991,,24.3,,99,1,104,,,5.5,,,,
5379,2016/8/12 04:00,990.9,,24.3,,99,0.5,180,,,0.5,,,,
5380,2016/8/12 05:00,991.4,,24.4,,99,0.1,0,,,1,,,,
5381,2016/8/12 06:00,991.7,,24.8,,98,0.6,102,,,0.5,,,,
5382,2016/8/12 07:00,992.5,,25.8,,96,0.1,0,,,0,,,,
5383,2016/8/12 08:00,992.9,,26,,94,0.5,184,,,0.5,,,,
5384,2016/8/12 09:00,992.4,,25.9,,97,0.7,242,,,2,,,,
5385,2016/8/12 10:00,992.1,,26.4,,96,0.9,240,,,0.5,,,,
5386,2016/8/12 11:00,991.7,,26.6,,94,0.5,230,,,0,,,,
5387,2016/8/12 12:00,990.9,,26.7,,94,1,232,,,0.5,,,,
5388,2016/8/12 13:00,990.4,,27.1,,93,0.1,0,,,0.5,,,,
5389,2016/8/12 14:00,990.6,,26.4,,95,1,204,,,2,,,,
5390,2016/8/12 15:00,990,,26.6,,95,0.2,0,,,1,,,,
5391,2016/8/12 16:00,990.1,,26.6,,91,0,0,,,0.5,,,,
5392,2016/8/12 17:00,990.6,,26.2,,95,0.1,0,,,0,,,,
5393,2016/8/12 18:00,990.9,,25.9,,96,0.6,105,,,0,,,,
5394,2016/8/12 19:00,990.7,,25.8,,93,0.5,67,,,0,,,,
5395,2016/8/12 20:00,991.2,,25.8,,92,1.2,131,,,0,,,,
5396,2016/8/12 21:00,991.1,,25.4,,94,0.6,158,,,0,,,,
5397,2016/8/12 22:00,991,,25.2,,94,0.5,130,,,0,,,,
5398,2016/8/12 23:00,991,,25,,96,0.2,0,,,0,,,,
5399,2016/8/13 00:00,990.3,,24.9,,97,0.5,79,,,0,,,,
5400,2016/8/13 01:00,989.7,,25.3,,91,1.1,110,,,0,,,,
5401,2016/8/13 02:00,989.7,,25.2,,90,0.8,103,,,0,,,,
5402,2016/8/13 03:00,989.4,,25.4,,87,0.8,95,,,0,,,,
5403,2016/8/13 04:00,989.6,,24.8,,95,0,0,,,0.5,,,,
5404,2016/8/13 05:00,989.8,,24.6,,96,0.6,176,,,0.5,,,,
5405,2016/8/13 06:00,990.3,,25.2,,94,0.7,6,,,0,,,,
5406,2016/8/13 07:00,990.5,,26.4,,87,1.1,40,,,0,,,,
5407,2016/8/13 08:00,990.8,,25.9,,95,0.7,37,,,1,,,,
5408,2016/8/13 09:00,990.9,,25.5,,95,0.3,111,,,1.5,,,,
5409,2016/8/13 10:00,990.9,,25.8,,97,0.2,0,,,1.5,,,,
5410,2016/8/13 11:00,990.6,,26.1,,94,0,0,,,1,,,,
5411,2016/8/13 12:00,989.9,,26.5,,93,0,0,,,1,,,,
5412,2016/8/13 13:00,989.2,,26.6,,94,1.1,319,,,0,,,,
5413,2016/8/13 14:00,989.1,,27,,91,0.2,0,,,0,,,,
5414,2016/8/13 15:00,989.1,,27.3,,92,0.4,22,,,0,,,,
5415,2016/8/13 16:00,988.9,,26.9,,93,0.4,36,,,0,,,,
5416,2016/8/13 17:00,989,,26.4,,96,0.1,0,,,0,,,,
5417,2016/8/13 18:00,989.3,,25.7,,97,1,43,,,0,,,,
5418,2016/8/13 19:00,990,,25.5,,94,0.8,51,,,0,,,,
5419,2016/8/13 20:00,990.8,,25.4,,95,0.1,0,,,0.5,,,,
5420,2016/8/13 21:00,990.6,,25.2,,93,0.9,102,,,0,,,,
5421,2016/8/13 22:00,990,,25.2,,92,0,0,,,0,,,,
5422,2016/8/13 23:00,989.6,,24.9,,96,0.3,86,,,0,,,,
5423,2016/8/14 00:00,989.6,,24.8,,97,0.4,57,,,0,,,,
5424,2016/8/14 01:00,989.3,,24.7,,98,0,0,,,1,,,,
5425,2016/8/14 02:00,988.9,,24.7,,99,0,0,,,0,,,,
5426,2016/8/14 03:00,988.9,,24.6,,99,0,0,,,0.5,,,,
5427,2016/8/14 04:00,989.2,,24.6,,99,0.4,107,,,0,,,,
5428,2016/8/14 05:00,989.4,,24.8,,98,0.5,70,,,0,,,,
5429,2016/8/14 06:00,989.7,,25.5,,95,0.1,0,,,0,,,,
5430,2016/8/14 07:00,990,,26.8,,90,0.4,100,,,0,,,,
5431,2016/8/14 08:00,989.8,,28.5,,81,0.8,353,,,0,,,,
5432,2016/8/14 09:00,989.8,,31.3,,67,0.5,174,,,0,,,,
5433,2016/8/14 10:00,989.8,,30.9,,71,1,300,,,0,,,,
5434,2016/8/14 11:00,989.2,,31.5,,65,1.3,295,,,0,,,,
5435,2016/8/14 12:00,988.6,,31.8,,66,1.1,329,,,0,,,,
5436,2016/8/14 13:00,988.2,,31.2,,71,1.3,287,,,0,,,,
5437,2016/8/14 14:00,987.7,,31.9,,68,1.1,267,,,0,,,,
5438,2016/8/14 15:00,987.7,,31.3,,69,0.8,346,,,0,,,,
5439,2016/8/14 16:00,988,,29.6,,70,2.1,213,,,0,,,,
5440,2016/8/14 17:00,988.3,,27.1,,86,1.1,235,,,0,,,,
5441,2016/8/14 18:00,988.6,,26.5,,90,0.6,349,,,0,,,,
5442,2016/8/14 19:00,989.2,,26.2,,92,0.6,285,,,X,,,,
5443,2016/8/14 20:00,989.5,,26.1,,94,0.3,31,,,0,,,,
5444,2016/8/14 21:00,989.6,,25.6,,96,0.1,0,,,0,,,,
5445,2016/8/14 22:00,989.3,,25.4,,96,0.4,29,,,0,,,,
5446,2016/8/14 23:00,989.3,,25.5,,95,0.7,59,,,0,,,,
5447,2016/8/15 00:00,989.2,,25.4,,94,0.4,173,,,0,,,,
5448,2016/8/15 01:00,989.2,,25.7,,94,0.6,63,,,0,,,,
5449,2016/8/15 02:00,988.9,,25.7,,91,0.4,78,,,0,,,,
5450,2016/8/15 03:00,989.2,,25.7,,93,0.5,74,,,0,,,,
5451,2016/8/15 04:00,989.3,,26.1,,89,0.8,97,,,0,,,,
5452,2016/8/15 05:00,989,,26.2,,88,0.8,180,,,0,,,,
5453,2016/8/15 06:00,989.5,,26.4,,91,0.9,288,,,0,,,,
5454,2016/8/15 07:00,989.8,,27.6,,86,1.2,246,,,0,,,,
5455,2016/8/15 08:00,989.4,,29,,78,0.7,113,,,0,,,,
5456,2016/8/15 09:00,989.6,,29.9,,73,1,315,,,0,,,,
5457,2016/8/15 10:00,989.2,,29.9,,73,0.8,352,,,0,,,,
5458,2016/8/15 11:00,989,,31.6,,68,0.6,271,,,0,,,,
5459,2016/8/15 12:00,988.4,,32,,67,0.8,307,,,0,,,,
5460,2016/8/15 13:00,988.2,,29.2,,85,0.5,112,,,1,,,,
5461,2016/8/15 14:00,988.2,,27.7,,90,1,157,,,0.5,,,,
5462,2016/8/15 15:00,987.7,,27.4,,87,1.1,104,,,0.5,,,,
5463,2016/8/15 16:00,987.1,,27.5,,91,1.5,180,,,0,,,,
5464,2016/8/15 17:00,988.1,,27.7,,91,0.3,343,,,0,,,,
5465,2016/8/15 18:00,988.5,,27,,92,0.1,0,,,0,,,,
5466,2016/8/15 19:00,988.6,,26.3,,95,0.4,227,,,0,,,,
5467,2016/8/15 20:00,988.8,,26.3,,94,0.6,103,,,0,,,,
5468,2016/8/15 21:00,989.2,,26.4,,90,0.4,82,,,0,,,,
5469,2016/8/15 22:00,989.5,,26.1,,93,0.4,22,,,0,,,,
5470,2016/8/15 23:00,989.5,,25.8,,94,0.4,85,,,0,,,,
5471,2016/8/16 00:00,989,,26,,92,0.4,53,,,X,,,,
5472,2016/8/16 01:00,988.9,,26.2,,88,0.3,114,,,0,,,,
5473,2016/8/16 02:00,988.3,,26.1,,83,1.1,103,,,0,,,,
5474,2016/8/16 03:00,988.6,,25.8,,85,1,16,,,0,,,,
5475,2016/8/16 04:00,989,,25.3,,91,0.7,214,,,0,,,,
5476,2016/8/16 05:00,988.7,,25.6,,87,1.8,137,,,0,,,,
5477,2016/8/16 06:00,989.2,,25.9,,87,0.6,78,,,0,,,,
5478,2016/8/16 07:00,989.8,,27.6,,82,0.6,314,,,0,,,,
5479,2016/8/16 08:00,X,,X,,X,X,X,,,0,,,,
5480,2016/8/16 09:00,990.1,,30.1,,71,2.6,212,,,0,,,,
5481,2016/8/16 10:00,990.7,,27,,88,1.9,207,,,0,,,,
5482,2016/8/16 11:00,990.1,,26.4,,92,0.6,70,,,0,,,,
5483,2016/8/16 12:00,989.3,,30.3,,72,0.5,96,,,0.5,,,,
5484,2016/8/16 13:00,989,,30.2,,70,3.9,204,,,0,,,,
5485,2016/8/16 14:00,989.4,,26,,93,1.2,202,,,1,,,,
5486,2016/8/16 15:00,989.4,,26,,93,0.7,114,,,1,,,,
5487,2016/8/16 16:00,990.1,,25.5,,96,0,0,,,5.5,,,,
5488,2016/8/16 17:00,X,,X,,X,X,X,,,4,,,,
5489,2016/8/16 18:00,990.6,,25.2,,95,1,108,,,2,,,,
5490,2016/8/16 19:00,990.9,,25.1,,95,1.1,98,,,2.5,,,,
5491,2016/8/16 20:00,991.2,,26,,85,1.6,110,,,0,,,,
5492,2016/8/16 21:00,991.5,,26.1,,84,1.2,108,,,0,,,,
5493,2016/8/16 22:00,991.4,,25.8,,87,0.8,103,,,0,,,,
5494,2016/8/16 23:00,990.8,,25.9,,85,1.3,98,,,0,,,,
5495,2016/8/17 00:00,990.6,,26.1,,82,1.3,111,,,0,,,,
5496,2016/8/17 01:00,990.1,,25.4,,86,1.4,113,,,0,,,,
5497,2016/8/17 02:00,989.8,,25.4,,84,1.2,107,,,0,,,,
5498,2016/8/17 03:00,989.7,,25.3,,84,0.7,86,,,0,,,,
5499,2016/8/17 04:00,990,,25.1,,84,1.3,109,,,0,,,,
5500,2016/8/17 05:00,990.4,,25.2,,83,1.3,109,,,0,,,,
5501,2016/8/17 06:00,990.3,,26,,79,1.6,110,,,0,,,,
5502,2016/8/17 07:00,990.4,,27.2,,75,1.3,105,,,0,,,,
5503,2016/8/17 08:00,990,,29.1,,71,0.7,102,,,0,,,,
5504,2016/8/17 09:00,X,,X,,X,X,X,,,0,,,,
5505,2016/8/17 10:00,989.7,,32,,67,1,194,,,0,,,,
5506,2016/8/17 11:00,989.3,,32.6,,61,3.1,212,,,0,,,,
5507,2016/8/17 12:00,989.2,,32,,69,1.9,201,,,0,,,,
5508,2016/8/17 13:00,989.3,,28.6,,79,1.5,184,,,0,,,,
5509,2016/8/17 14:00,988.5,,29.6,,73,0.9,81,,,0,,,,
5510,2016/8/17 15:00,X,,X,,X,X,X,,,0,,,,
5511,2016/8/17 16:00,989.7,,25,,97,0.9,339,,,13.5,,,,
5512,2016/8/17 17:00,989.8,,25.5,,99,0.3,71,,,2.5,,,,
5513,2016/8/17 18:00,990.1,,25.5,,97,1.6,41,,,0,,,,
5514,2016/8/17 19:00,990.6,,25.6,,95,1.4,107,,,2,,,,
5515,2016/8/17 20:00,990.8,,26.5,,85,1.4,112,,,0,,,,
5516,2016/8/17 21:00,990.9,,26.7,,83,1.5,110,,,0,,,,
5517,2016/8/17 22:00,990.9,,26.5,,84,1.3,104,,,0,,,,
5518,2016/8/17 23:00,990.2,,26,,87,1.1,101,,,0,,,,
5519,2016/8/18 00:00,990.1,,26,,86,1,106,,,0,,,,
5520,2016/8/18 01:00,989.8,,25.8,,87,0.6,99,,,0,,,,
5521,2016/8/18 02:00,990,,25.9,,87,0.9,66,,,0,,,,
5522,2016/8/18 03:00,990,,25.6,,89,1,84,,,0,,,,
5523,2016/8/18 04:00,989.3,,26.3,,82,1.1,106,,,0,,,,
5524,2016/8/18 05:00,990,,26.5,,81,1.8,123,,,0,,,,
5525,2016/8/18 06:00,990.5,,26.8,,80,1.6,115,,,0,,,,
5526,2016/8/18 07:00,991,,28.4,,77,0.6,15,,,0,,,,
5527,2016/8/18 08:00,991.1,,29,,77,0.5,95,,,0,,,,
5528,2016/8/18 09:00,991.6,,29.7,,78,0.8,229,,,0,,,,
5529,2016/8/18 10:00,991.6,,31.9,,69,0.9,114,,,0,,,,
5530,2016/8/18 11:00,991,,29.6,,77,1.4,323,,,0,,,,
5531,2016/8/18 12:00,991.4,,24.8,,96,1.9,154,,,9.5,,,,
5532,2016/8/18 13:00,991.1,,26.1,,89,1,98,,,1,,,,
5533,2016/8/18 14:00,990.6,,27.1,,91,0,0,,,1,,,,
5534,2016/8/18 15:00,990,,27.7,,84,1,110,,,0,,,,
5535,2016/8/18 16:00,990.6,,28,,84,0.5,99,,,0,,,,
5536,2016/8/18 17:00,991,,28,,84,0.7,111,,,0,,,,
5537,2016/8/18 18:00,991.5,,27.6,,88,0.5,50,,,0,,,,
5538,2016/8/18 19:00,X,,X,,X,X,X,,,0,,,,
5539,2016/8/18 20:00,992.9,,26.9,,87,0.8,96,,,0,,,,
5540,2016/8/18 21:00,993,,26.9,,86,0.7,102,,,0,,,,
5541,2016/8/18 22:00,993,,26.2,,88,0.9,97,,,0,,,,
5542,2016/8/18 23:00,992.8,,26.3,,87,1.1,102,,,0,,,,
5543,2016/8/19 00:00,992.5,,26,,89,1.5,100,,,0.5,,,,
5544,2016/8/19 01:00,992.4,,24.8,,99,1.4,106,,,36.5,,,,
5545,2016/8/19 02:00,992.1,,25,,88,1.2,108,,,4,,,,
5546,2016/8/19 03:00,991.9,,25.3,,87,1.4,108,,,0.5,,,,
5547,2016/8/19 04:00,991.4,,25.4,,85,1.3,103,,,0,,,,
5548,2016/8/19 05:00,991.7,,26.1,,80,1.3,111,,,0,,,,
5549,2016/8/19 06:00,992.5,,26.5,,81,0.8,68,,,0,,,,
5550,2016/8/19 07:00,992.9,,28.2,,74,1.1,112,,,0,,,,
5551,2016/8/19 08:00,993.2,,29.9,,70,0.6,102,,,0,,,,
5552,2016/8/19 09:00,993,,32.2,,62,0.6,54,,,0,,,,
5553,2016/8/19 10:00,992.8,,33.2,,61,1.3,221,,,0,,,,
5554,2016/8/19 11:00,992.2,,33.1,,63,1.5,259,,,0,,,,
5555,2016/8/19 12:00,992.4,,26.2,,95,3.9,142,,,13,,,,
5556,2016/8/19 13:00,992.6,,25.2,,95,1,90,,,19.5,,,,
5557,2016/8/19 14:00,991.8,,25.4,,95,0.7,94,,,9,,,,
5558,2016/8/19 15:00,992.8,,25.7,,95,1.1,18,,,1.5,,,,
5559,2016/8/19 16:00,993.3,,25.5,,98,0.2,0,,,1,,,,
5560,2016/8/19 17:00,X,,X,,X,X,X,,,1.5,,,,
5561,2016/8/19 18:00,994.2,,25,,99,0.7,331,,,2,,,,
5562,2016/8/19 19:00,994.2,,25.4,,94,0.5,225,,,0,,,,
5563,2016/8/19 20:00,993.9,,25.2,,94,1.2,106,,,0,,,,
5564,2016/8/19 21:00,994.3,,25.7,,85,1.4,109,,,0,,,,
5565,2016/8/19 22:00,994.2,,25.3,,84,1.6,105,,,0,,,,
5566,2016/8/19 23:00,993.9,,25.7,,77,2.5,109,,,0,,,,
5567,2016/8/20 00:00,993.6,,25.8,,74,2,108,,,0,,,,
5568,2016/8/20 01:00,993,,25.2,,76,1.6,107,,,0,,,,
5569,2016/8/20 02:00,992.9,,24.9,,77,2,118,,,0,,,,
5570,2016/8/20 03:00,992.6,,25.1,,74,1.9,109,,,0,,,,
5571,2016/8/20 04:00,992.7,,24.7,,76,1.9,109,,,0,,,,
5572,2016/8/20 05:00,992.9,,25.1,,73,2,107,,,0,,,,
5573,2016/8/20 06:00,993.2,,25.6,,72,1.5,105,,,0,,,,
5574,2016/8/20 07:00,993.4,,27.2,,68,1.2,105,,,0,,,,
5575,2016/8/20 08:00,993.6,,28.8,,67,0.5,47,,,0,,,,
5576,2016/8/20 09:00,993.3,,32.3,,54,1.2,321,,,0,,,,
5577,2016/8/20 10:00,993,,33.3,,54,1.5,312,,,0,,,,
5578,2016/8/20 11:00,992.3,,34.2,,51,1,340,,,0,,,,
5579,2016/8/20 12:00,991.7,,34.7,,50,0.4,321,,,0,,,,
5580,2016/8/20 13:00,990.8,,33.6,,57,1,304,,,X,,,,
5581,2016/8/20 14:00,990.1,,31.3,,69,2.2,207,,,0,,,,
5582,2016/8/20 15:00,990.1,,28.6,,75,1.9,192,,,0,,,,
5583,2016/8/20 16:00,990.1,,27.9,,79,0.7,334,,,0,,,,
5584,2016/8/20 17:00,991,,27.3,,88,1,114,,,0.5,,,,
5585,2016/8/20 18:00,991.2,,26.4,,89,0.8,99,,,0.5,,,,
5586,2016/8/20 19:00,991.5,,26.6,,88,1.4,114,,,0,,,,
5587,2016/8/20 20:00,991.8,,26.7,,85,1.2,105,,,0,,,,
5588,2016/8/20 21:00,992.3,,26.8,,85,0.9,105,,,0,,,,
5589,2016/8/20 22:00,992,,26.8,,86,1.2,106,,,0,,,,
5590,2016/8/20 23:00,991.5,,26.6,,85,2,109,,,0,,,,
5591,2016/8/21 00:00,991,,26.8,,80,0.8,94,,,0,,,,
5592,2016/8/21 01:00,990.8,,25.9,,85,1.6,107,,,0,,,,
5593,2016/8/21 02:00,990.4,,26.4,,78,1.6,109,,,0,,,,
5594,2016/8/21 03:00,990.2,,26,,79,1.7,104,,,0,,,,
5595,2016/8/21 04:00,989.9,,25.9,,77,1.9,111,,,0,,,,
5596,2016/8/21 05:00,990.4,,25.7,,79,1.1,102,,,0,,,,
5597,2016/8/21 06:00,991.2,,26.2,,77,1.2,103,,,0,,,,
5598,2016/8/21 07:00,991.4,,27.8,,70,1.5,115,,,0,,,,
5599,2016/8/21 08:00,991.4,,30,,68,0.5,33,,,0,,,,
5600,2016/8/21 09:00,991.6,,32.1,,61,1.1,355,,,0,,,,
5601,2016/8/21 10:00,991.2,,32.7,,59,0.9,20,,,0,,,,
5602,2016/8/21 11:00,990.7,,33.3,,59,1.2,284,,,0,,,,
5603,2016/8/21 12:00,990.3,,33,,60,0.6,12,,,0,,,,
5604,2016/8/21 13:00,989.9,,31.7,,70,1.8,202,,,0,,,,
5605,2016/8/21 14:00,989.5,,31.5,,71,1.6,226,,,0,,,,
5606,2016/8/21 15:00,989.6,,31.6,,69,1.5,246,,,0,,,,
5607,2016/8/21 16:00,989.9,,29.5,,77,1,323,,,0,,,,
5608,2016/8/21 17:00,990.2,,28.9,,80,0.8,6,,,0,,,,
5609,2016/8/21 18:00,990.9,,28,,81,0.5,313,,,0,,,,
5610,2016/8/21 19:00,991.5,,27.5,,88,0.5,197,,,0,,,,
5611,2016/8/21 20:00,992.3,,27.1,,92,0.5,7,,,0,,,,
5612,2016/8/21 21:00,992.5,,26.6,,93,0.2,0,,,0,,,,
5613,2016/8/21 22:00,992.3,,26.3,,89,0.5,48,,,0,,,,
5614,2016/8/21 23:00,992.2,,26.7,,83,0.9,100,,,0,,,,
5615,2016/8/22 00:00,992,,26.6,,81,1.3,103,,,0,,,,
5616,2016/8/22 01:00,991.7,,26.6,,79,1.2,104,,,0,,,,
5617,2016/8/22 02:00,991.7,,26.4,,78,1.5,108,,,0,,,,
5618,2016/8/22 03:00,991.6,,26.2,,77,1.2,104,,,0,,,,
5619,2016/8/22 04:00,991.7,,26.1,,75,1.3,107,,,0,,,,
5620,2016/8/22 05:00,992,,25.8,,74,1.5,103,,,0,,,,
5621,2016/8/22 06:00,992.5,,26.3,,73,1.5,105,,,0,,,,
5622,2016/8/22 07:00,992.8,,28.3,,67,1.1,105,,,0,,,,
5623,2016/8/22 08:00,992.7,,30.4,,61,0.8,332,,,0,,,,
5624,2016/8/22 09:00,992.5,,32.4,,58,1,13,,,0,,,,
5625,2016/8/22 10:00,992.2,,33.4,,57,0.4,246,,,0,,,,
5626,2016/8/22 11:00,991.6,,33,,59,1.4,309,,,0,,,,
5627,2016/8/22 12:00,991.1,,34.1,,56,1,292,,,0,,,,
5628,2016/8/22 13:00,990.8,,34,,58,0.9,246,,,0,,,,
5629,2016/8/22 14:00,990.7,,32.4,,70,2.5,204,,,0,,,,
5630,2016/8/22 15:00,990.7,,32.7,,64,2.1,208,,,0,,,,
5631,2016/8/22 16:00,991.2,,30.7,,67,1.7,207,,,0,,,,
5632,2016/8/22 17:00,991.7,,30,,71,1,260,,,0,,,,
5633,2016/8/22 18:00,992.2,,29.1,,81,0.6,328,,,0,,,,
5634,2016/8/22 19:00,992.4,,28.6,,83,0.1,0,,,0,,,,
5635,2016/8/22 20:00,992.7,,27.7,,89,0.4,48,,,0,,,,
5636,2016/8/22 21:00,992.7,,27.9,,83,1,108,,,0,,,,
5637,2016/8/22 22:00,992.5,,27.5,,84,0.6,86,,,0,,,,
5638,2016/8/22 23:00,992.6,,27.5,,82,1.2,107,,,0,,,,
5639,2016/8/23 00:00,992,,27.3,,80,0.9,95,,,0,,,,
5640,2016/8/23 01:00,992.2,,26.7,,83,1,106,,,0,,,,
5641,2016/8/23 02:00,992.1,,26.5,,81,1.3,109,,,0,,,,
5642,2016/8/23 03:00,992,,26.6,,77,1.3,106,,,0,,,,
5643,2016/8/23 04:00,992.1,,26.4,,75,1.6,111,,,0,,,,
5644,2016/8/23 05:00,992.2,,26.5,,72,1.4,111,,,0,,,,
5645,2016/8/23 06:00,992.5,,27.1,,68,1.5,110,,,0,,,,
5646,2016/8/23 07:00,992.7,,28.7,,64,0.5,94,,,0,,,,
5647,2016/8/23 08:00,992.9,,30.6,,66,1,339,,,0,,,,
5648,2016/8/23 09:00,992.6,,32.6,,60,0.4,53,,,0,,,,
5649,2016/8/23 10:00,992.4,,33.3,,58,1.4,326,,,0,,,,
5650,2016/8/23 11:00,991.5,,34.1,,57,1.1,307,,,0,,,,
5651,2016/8/23 12:00,990.7,,33,,62,1.2,339,,,0,,,,
5652,2016/8/23 13:00,990.2,,33.3,,62,0.3,284,,,0,,,,
5653,2016/8/23 14:00,990.2,,31.1,,72,1.7,202,,,0,,,,
5654,2016/8/23 15:00,990.1,,29.9,,77,0.9,190,,,0.5,,,,
5655,2016/8/23 16:00,989.9,,31.4,,69,0.6,173,,,0,,,,
5656,2016/8/23 17:00,X,,X,,X,X,X,,,X,,,,
5657,2016/8/23 18:00,990.6,,28.7,,78,0.4,232,,,X,,,,
5658,2016/8/23 19:00,X,,X,,X,X,X,,,0,,,,
5659,2016/8/23 20:00,991.8,,27.3,,86,1.1,50,,,0,,,,
5660,2016/8/23 21:00,991.9,,27.6,,84,0.5,97,,,0,,,,
5661,2016/8/23 22:00,991.6,,27.2,,85,0.7,58,,,0,,,,
5662,2016/8/23 23:00,991.4,,27,,85,0.6,84,,,0,,,,
5663,2016/8/24 00:00,991,,27.3,,81,1,116,,,0,,,,
5664,2016/8/24 01:00,990.8,,27,,82,1.4,111,,,0,,,,
5665,2016/8/24 02:00,990.7,,27.4,,78,0.8,74,,,0,,,,
5666,2016/8/24 03:00,990.4,,26.9,,80,0.9,93,,,0,,,,
5667,2016/8/24 04:00,990.6,,26.5,,83,0.7,63,,,0,,,,
5668,2016/8/24 05:00,990.6,,26.5,,83,0.7,88,,,0,,,,
5669,2016/8/24 06:00,990.9,,27.4,,79,1.7,47,,,0,,,,
5670,2016/8/24 07:00,991.3,,29,,73,0.4,82,,,0,,,,
5671,2016/8/24 08:00,991.4,,30.7,,67,0,0,,,0,,,,
5672,2016/8/24 09:00,991.4,,32.5,,61,0.9,266,,,0,,,,
5673,2016/8/24 10:00,991,,33.4,,59,0.8,158,,,0,,,,
5674,2016/8/24 11:00,990.6,,33.4,,59,1.5,226,,,0,,,,
5675,2016/8/24 12:00,990.1,,32.8,,61,1.3,161,,,0,,,,
5676,2016/8/24 13:00,989.7,,32.5,,65,1,180,,,0,,,,
5677,2016/8/24 14:00,989.6,,31.7,,67,1.2,197,,,0,,,,
5678,2016/8/24 15:00,990,,30.9,,66,1.3,184,,,0,,,,
5679,2016/8/24 16:00,990,,30.4,,66,1.2,167,,,0,,,,
5680,2016/8/24 17:00,990.3,,29.3,,75,1.2,294,,,0,,,,
5681,2016/8/24 18:00,991.1,,28.6,,78,0.8,232,,,0,,,,
5682,2016/8/24 19:00,992.1,,28.5,,80,0,0,,,0,,,,
5683,2016/8/24 20:00,992.6,,28.4,,81,0.6,73,,,0,,,,
5684,2016/8/24 21:00,992.4,,28.3,,80,0.5,99,,,0,,,,
5685,2016/8/24 22:00,992.2,,28.3,,80,0.6,105,,,X,,,,
5686,2016/8/24 23:00,X,,X,,X,X,X,,,0,,,,
5687,2016/8/25 00:00,990.8,,27.9,,78,1.3,127,,,0,,,,
5688,2016/8/25 01:00,990.3,,26.4,,83,1.3,44,,,0,,,,
5689,2016/8/25 02:00,990.4,,26,,86,0.8,48,,,0,,,,
5690,2016/8/25 03:00,990.5,,26.7,,82,1.4,112,,,0,,,,
5691,2016/8/25 04:00,991.1,,26.6,,80,0.7,106,,,0,,,,
5692,2016/8/25 05:00,991.4,,26.5,,80,1,106,,,0,,,,
5693,2016/8/25 06:00,992,,27,,77,1.4,109,,,0,,,,
5694,2016/8/25 07:00,992.6,,27.9,,74,1.1,118,,,0,,,,
5695,2016/8/25 08:00,993.1,,30,,71,0.6,38,,,0,,,,
5696,2016/8/25 09:00,992.9,,32.2,,64,0.4,145,,,0,,,,
5697,2016/8/25 10:00,992.6,,32.4,,62,1.6,240,,,0,,,,
5698,2016/8/25 11:00,992.3,,32,,66,1.2,232,,,0,,,,
5699,2016/8/25 12:00,991.6,,31.4,,67,1.1,194,,,0,,,,
5700,2016/8/25 13:00,990.6,,33.8,,59,1.6,203,,,0,,,,
5701,2016/8/25 14:00,989.9,,33.8,,61,1.4,207,,,0,,,,
5702,2016/8/25 15:00,989.5,,33.9,,60,1.4,227,,,0,,,,
5703,2016/8/25 16:00,989.5,,31.7,,70,1.2,199,,,0,,,,
5704,2016/8/25 17:00,989.7,,30.3,,78,1.4,214,,,0,,,,
5705,2016/8/25 18:00,990.5,,28.9,,89,0.2,0,,,0,,,,
5706,2016/8/25 19:00,991.3,,27.9,,94,0.4,190,,,2.5,,,,
5707,2016/8/25 20:00,992,,27.6,,95,0,0,,,0.5,,,,
5708,2016/8/25 21:00,992.2,,27.3,,96,0.5,136,,,0,,,,
5709,2016/8/25 22:00,992.3,,27.2,,97,0.3,48,,,0,,,,
5710,2016/8/25 23:00,992.3,,27.2,,97,0.4,51,,,0,,,,
5711,2016/8/26 00:00,991.8,,27.2,,96,0,0,,,0,,,,
